doi,oa_author_id,oa_institution_id,oa_raw_affiliation_string
https://doi.org/10.1007/s10639-022-11136-y,https://openalex.org/A5070170100,https://openalex.org/I14243506,"Division of Business and Hospitality Management, College of Professional and Continuing Education, The Hong Kong Polytechnic University, Hung Hom, Hong Kong"
https://doi.org/10.1007/s10639-022-11136-y,https://openalex.org/A5041023060,https://openalex.org/I6469544,"Faculty of Business, City University of Macau, Macau, SAR, China"
https://doi.org/10.1108/et-12-2021-0476,https://openalex.org/A5052074510,https://openalex.org/I14243506,"College of Professional and Continuing Education, The Hong Kong Polytechnic University, Kowloon, Hong Kong"
https://doi.org/10.1108/et-12-2021-0476,https://openalex.org/A5052252442,https://openalex.org/I14243506,"College of Professional and Continuing Education, The Hong Kong Polytechnic University, Kowloon, Hong Kong"
https://doi.org/10.1108/et-12-2021-0476,https://openalex.org/A5030588158,https://openalex.org/I14243506,"College of Professional and Continuing Education, The Hong Kong Polytechnic University, Kowloon, Hong Kong"
https://doi.org/10.1016/j.powtec.2022.117448,https://openalex.org/A5005180279,https://openalex.org/I56934997,"National Engineering Laboratory of Highway Maintenance Technology, Changsha University of Science & Technology, Changsha, Hunan 410004, China"
https://doi.org/10.1016/j.powtec.2022.117448,https://openalex.org/A5100353425,https://openalex.org/I56934997,"National Engineering Laboratory of Highway Maintenance Technology, Changsha University of Science & Technology, Changsha, Hunan 410004, China"
https://doi.org/10.1016/j.powtec.2022.117448,https://openalex.org/A5027133133,https://openalex.org/I14243506,"Department of Civil and Environmental Engineering, The Hong Kong Polytechnic University, HongKong, China"
https://doi.org/10.1016/j.powtec.2022.117448,https://openalex.org/A5050652108,https://openalex.org/I56934997,"National Engineering Laboratory of Highway Maintenance Technology, Changsha University of Science & Technology, Changsha, Hunan 410004, China"
https://doi.org/10.1016/j.powtec.2022.117448,https://openalex.org/A5034751232,https://openalex.org/I56934997,"National Engineering Laboratory of Highway Maintenance Technology, Changsha University of Science & Technology, Changsha, Hunan 410004, China"
https://doi.org/10.1049/sfw2.12040,https://openalex.org/A5022643319,https://openalex.org/I158842170,"Key Laboratory of Dependable Service Computing in Cyber Physical Society (Chongqing University), Ministry of Education, Chongqing, China, School of Computer Science, Wuhan University, Wuhan, China"
https://doi.org/10.1049/sfw2.12040,https://openalex.org/A5022643319,https://openalex.org/I37461747,"Key Laboratory of Dependable Service Computing in Cyber Physical Society (Chongqing University), Ministry of Education, Chongqing, China, School of Computer Science, Wuhan University, Wuhan, China"
https://doi.org/10.1049/sfw2.12040,https://openalex.org/A5101429033,https://openalex.org/I158842170,"Key Laboratory of Dependable Service Computing in Cyber Physical Society (Chongqing University), Ministry of Education, Chongqing, China, School of Big Data and Software Engineering, Chongqing University, Chongqing, China"
https://doi.org/10.1049/sfw2.12040,https://openalex.org/A5070783668,https://openalex.org/I158842170,"Key Laboratory of Dependable Service Computing in Cyber Physical Society (Chongqing University), Ministry of Education, Chongqing, China, School of Big Data and Software Engineering, Chongqing University, Chongqing, China"
https://doi.org/10.1049/sfw2.12040,https://openalex.org/A5071512410,https://openalex.org/I14243506,"Department of Computing, The Hong Kong Polytechnic University, Hong Kong, China"
https://doi.org/10.1049/sfw2.12040,https://openalex.org/A5101843237,https://openalex.org/I111599522,"School of Artificial Intelligence and Computer Science, Jiangnan University, Wuxi, China"
https://doi.org/10.1049/sfw2.12040,https://openalex.org/A5014169292,https://openalex.org/I193700539,"Jheronimus Academy of Data Science, Tilburg University, Tilburg, The Netherlands"
https://doi.org/10.1016/j.tws.2022.109403,https://openalex.org/A5086041793,https://openalex.org/I14243506,"Department of Civil and Environmental Engineering, The Hong Kong Polytechnic University, Hong Kong, China"
