oa_funder_id,oa_funder_name
https://openalex.org/F4320335406,University Natural Science Research Project of Anhui Province
https://openalex.org/F4320321181,Austrian Science Fund
https://openalex.org/F4320321949,Department of Education of Hebei Province
https://openalex.org/F4320322780,Universiti Teknologi MARA
https://openalex.org/F4320333998,"Shenzhen Research Institute, City University of Hong Kong"
https://openalex.org/F4320320004,British Academy
https://openalex.org/F4320319175,Wofoo Foundation
https://openalex.org/F4320326670,Chengdu Science and Technology Bureau
https://openalex.org/F4320325097,Högskolan Kristianstad
https://openalex.org/F4320335966,Science and Technology Planning Project of Shenzhen Municipality
https://openalex.org/F4320329865,Social Science Foundation of Jiangsu Province
https://openalex.org/F4320335690,State Key Laboratory of Solidification Processing
https://openalex.org/F4320321135,Chongqing University
https://openalex.org/F4320312742,Paleontological Research Institution
https://openalex.org/F4320321979,University of Surrey
https://openalex.org/F4320321739,Consejo Nacional de Ciencia y Tecnología
https://openalex.org/F4320336601,Major Science and Technology Projects in Anhui Province
https://openalex.org/F4320324852,Nanjing University
https://openalex.org/F4320320251,Royal Society of Chemistry
https://openalex.org/F4320324051,National Taipei University of Technology
https://openalex.org/F4320336101,"Faculty of Science, Agriculture and Engineering, Newcastle University"
https://openalex.org/F4320323383,Technische Universität München
https://openalex.org/F4320327051,Science and Technology Department of Henan Province
https://openalex.org/F4320311314,University of Hull
https://openalex.org/F4320335579,University Postgraduate Programme
https://openalex.org/F4320336625,Soft Science Research Project of Guangdong Province
https://openalex.org/F4320336836,Applied Basic Research Fund of Qingdao
https://openalex.org/F4320323539,Ministry of Human Resources and Social Security
https://openalex.org/F4320338281,Army Research Office
https://openalex.org/F4320316092,Science and Technology Department of Ningxia
https://openalex.org/F4320321557,Chulalongkorn University
https://openalex.org/F4320322817,National Research Council of Thailand
https://openalex.org/F4320329659,Thailand Science Research and Innovation
https://openalex.org/F4320330031,Science and Technology Department of Hubei Province
https://openalex.org/F4320330113,Hong Kong Branch of Southern Laboratory of Ocean Science and Engineering Guangdong Laboratory
https://openalex.org/F4320323021,Nankai University
https://openalex.org/F4320335617,State Key Laboratory of Rare Earth Resources Utilization
https://openalex.org/F4320322928,Danmarks Frie Forskningsfond
https://openalex.org/F4320330495,Southern Marine Science and Engineering Guangdong Laboratory (Guangzhou)
https://openalex.org/F4320335833,National Defense Basic Scientific Research Program of China
https://openalex.org/F4320324099,Russian Science Foundation
https://openalex.org/F4320337480,Basic Energy Sciences
https://openalex.org/F4320337646,Hydrogen and Fuel Cell Technologies Office
https://openalex.org/F4320334322,HORIZON EUROPE Framework Programme
https://openalex.org/F4320335254,Horizon 2020
https://openalex.org/F4320336768,Rijkswaterstaat
https://openalex.org/F4320320767,University Grants Commission
https://openalex.org/F4320306107,U.S. Environmental Protection Agency
https://openalex.org/F4320309883,Foundation for Cardiovascular Research
https://openalex.org/F4320328380,Instituto Nacional de Ciência e Tecnologia - Oceanografia Integrada e Usos Múltiplos da Plataforma Continental e Oceano Adjacente - Centro de Oceanografia Integrada
https://openalex.org/F4320328677,Hong Kong Hainan Commercial Association
https://openalex.org/F4320329534,Shenzhen Virtual University Park
https://openalex.org/F4320327926,National Key Basic Research Program For Youth
https://openalex.org/F4320323086,Natural Science Foundation of Liaoning Province
https://openalex.org/F4320327404,Dalian Maritime University
https://openalex.org/F4320313759,Tennessee Department of Transportation
https://openalex.org/F4320335555,Sunway University
https://openalex.org/F4320306084,U.S. Department of Energy
https://openalex.org/F4320338292,Lawrence Berkeley National Laboratory
https://openalex.org/F4320307848,International Monetary Fund
https://openalex.org/F4320307855,World Bank Group
https://openalex.org/F4320336581,Chunhui Project Foundation of the Education Department of China
https://openalex.org/F4320338075,Core Research for Evolutional Science and Technology
https://openalex.org/F4320338112,Exploratory Research for Advanced Technology
https://openalex.org/F4320322922,Department of Science and Technology of Sichuan Province
https://openalex.org/F4320325626,Education Department of Jiangxi Province
https://openalex.org/F4320327780,Key Research and Development Program of Jiangxi Province
https://openalex.org/F4320327721,K. C. Wong Education Foundation
https://openalex.org/F4320321881,Shanghai Municipal Education Commission
https://openalex.org/F4320324150,National University of Defense Technology
https://openalex.org/F4320321659,Shanghai Education Development Foundation
https://openalex.org/F4320319993,Leverhulme Trust
https://openalex.org/F4320324706,Saudi Aramco
https://openalex.org/F4320317552,Shanghai Tongji Gao Tingyao Environmental Science and Technology Development Foundation
https://openalex.org/F4320335576,Major International Joint Research Programme
https://openalex.org/F4320336584,Dalian Science and Technology Innovation Fund
https://openalex.org/F4320323268,Nanjing University of Posts and Telecommunications
https://openalex.org/F4320327562,Graduate Scientific Research and Innovation Foundation of Chongqing
https://openalex.org/F4320320431,Australian National University
https://openalex.org/F4320317593,Department of Transportation of Hunan Province
https://openalex.org/F4320327643,Kazan Federal University
https://openalex.org/F4320329913,RUDN University
https://openalex.org/F4320326911,State Key Laboratory of Polymer Materials Engineering
https://openalex.org/F4320324176,Changzhou Science and Technology Bureau
https://openalex.org/F4320313851,Shenzhen Polytechnic
https://openalex.org/F4320311227,Prince Sattam bin Abdulaziz University
https://openalex.org/F4320327514,Beijing Institute of Technology Research Fund Program for Young Scholars
https://openalex.org/F4320327031,State Key Laboratory for Disaster Reduction in Civil Engineering
https://openalex.org/F4320333852,"HIV and Drug Abuse Prevention Research Ethics Training Institute, Fordham University"
https://openalex.org/F4320306111,U.S. Department of Commerce
https://openalex.org/F4320329877,Bagui Scholars Program of Guangxi Zhuang Autonomous Region
https://openalex.org/F4320336630,Specific Research Project of Guangxi for Research Bases and Talents
https://openalex.org/F4320326483,European Organization for the Exploitation of Meteorological Satellites
https://openalex.org/F4320326745,State Key Laboratory of Marine Resource Utilization in South China Sea
https://openalex.org/F4320311026,Shandong University
https://openalex.org/F4320314731,UK Research and Innovation
https://openalex.org/F4320320366,European Cooperation in Science and Technology
https://openalex.org/F4320338337,H2020 Marie Skłodowska-Curie Actions
https://openalex.org/F4320336234,Beijing Synchrotron Radiation Facility
https://openalex.org/F4320336736,Chengdu Science and Technology Program
https://openalex.org/F4320331771,European Centre for Medium-Range Weather Forecasts
https://openalex.org/F4320318615,Zhejiang Office of Philosophy and Social Science
https://openalex.org/F4320335769,Graduate Research and Innovation Projects of Jiangsu Province
https://openalex.org/F4320313216,Yancheng Institute of Technology
https://openalex.org/F4320320698,National University of Singapore
https://openalex.org/F4320321605,Government of Jiangsu Province
https://openalex.org/F4320324785,Hainan Medical University
https://openalex.org/F4320326677,Education Department of Hainan Province
https://openalex.org/F4320336627,Special Fund Project for Science and Technology Innovation Strategy of Guangdong Province
https://openalex.org/F4320327605,Southern University of Science and Technology
https://openalex.org/F4320328112,Shanxi Provincial Education Department
https://openalex.org/F4320330171,SaskPower
https://openalex.org/F4320328086,"Bundesministerium für Bildung, Wissenschaft und Forschung"
https://openalex.org/F4320330170,Young Elite Scientists Sponsorship Program by Tianjin
https://openalex.org/F4320331257,Alliance de recherche numérique du Canada
https://openalex.org/F4320327476,Jiangxi Normal University
https://openalex.org/F4320336042,"West China Hospital, Sichuan University"
https://openalex.org/F4320335956,Key Technologies Research and Development Program of Guangzhou
https://openalex.org/F4320326962,Macau University of Science and Technology Foundation
https://openalex.org/F4320334112,Beijing Municipal Social Science Foundation
https://openalex.org/F4320319314,Materials and Life Science Experimental Facility
https://openalex.org/F4320323191,Nanjing University of Science and Technology
https://openalex.org/F4320331060,Sino-Danish Center
https://openalex.org/F4320316878,Natural Science Foundation of Changzhou City
https://openalex.org/F4320334724,Cancer Council Queensland
https://openalex.org/F4320329878,Central University Basic Research Fund of China
https://openalex.org/F4320313609,Guangdong Innovative and Entrepreneurial Research Team Program
https://openalex.org/F4320320875,Deutscher Akademischer Austauschdienst
https://openalex.org/F4320321410,Jiangsu University
https://openalex.org/F4320335965,Science and Technology Major Project of Guangxi
https://openalex.org/F4320324850,Guangdong University of Foreign Studies
https://openalex.org/F4320334534,"Research Institute for Science and Technology, Tokyo Denki University"
https://openalex.org/F4320322559,Southwest University of Science and Technology
https://openalex.org/F4320327069,Foshan University
https://openalex.org/F4320321630,Dalian University of Technology
https://openalex.org/F4320322730,Kementerian Pendidikan
https://openalex.org/F4320334974,Hebei Province Science and Technology Support Program
https://openalex.org/F4320335793,Academic Excellence Foundation of BUAA for PHD Students
https://openalex.org/F4320307239,Discovery Eye Foundation
https://openalex.org/F4320319853,"Ministry of Higher Education, Research and Innovation"
https://openalex.org/F4320321091,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior
https://openalex.org/F4320322025,Conselho Nacional de Desenvolvimento Científico e Tecnológico
https://openalex.org/F4320322573,Sultan Qaboos University
https://openalex.org/F4320323353,Fundação de Apoio à Pesquisa e à Inovação Tecnológica do Estado de Sergipe
https://openalex.org/F4320323678,Fundação de Amparo à Ciência e Tecnologia do Estado de Pernambuco
https://openalex.org/F4320322423,Ministry of Water Resources
https://openalex.org/F4320326834,State Key Lab of Digital Manufacturing Equipment and Technology
https://openalex.org/F4320321550,Chongqing Science and Technology Commission
https://openalex.org/F4320323110,Beijing Institute of Technology
https://openalex.org/F4320322768,Natural Science Foundation of Guangxi Province
https://openalex.org/F4320335940,Henan Province University Innovation Talents Support Program
https://openalex.org/F4320318617,Sichuan Office of Philosophy and Social Science
https://openalex.org/F4320323380,Universiti Teknologi Petronas
https://openalex.org/F4320322323,King Fahd University of Petroleum and Minerals
https://openalex.org/F4320322379,Gottfried Wilhelm Leibniz Universität Hannover
https://openalex.org/F4320314248,Louisiana Department of Transportation and Development
https://openalex.org/F4320317609,Henan Provincial Department of Transportation
https://openalex.org/F4320309697,Alzheimer's Disease Neuroimaging Initiative
https://openalex.org/F4320329352,Organization Department of the Central Committee of the Communist Party of China
https://openalex.org/F4320336698,Overseas Expertise Introduction Center for Discipline Innovation of Food Nutrition and Human Health (111 Center)
https://openalex.org/F4320328373,National Key Laboratory Foundation of China
https://openalex.org/F4320327002,State Key Laboratory of Urban Water Resource and Environment
https://openalex.org/F4320322666,Natural Science Foundation of Shanxi Province
https://openalex.org/F4320328779,National Foundation of Elites
https://openalex.org/F4320330215,Natural Science Foundation for Distinguished Young Scholars of Hunan Province
https://openalex.org/F4320327720,Foundation for Innovative Research Groups of the National Natural Science Foundation of China
https://openalex.org/F4320322360,Kyushu University
https://openalex.org/F4320321864,Generalitat Valenciana
https://openalex.org/F4320335322,European Regional Development Fund
https://openalex.org/F4320321913,Beijing University of Technology
https://openalex.org/F4320321372,Konkuk University
https://openalex.org/F4320330733,National Asthma Council Australia
https://openalex.org/F4320312071,"Ministry of Education, Libya"
https://openalex.org/F4320326182,Six Talent Peaks Project in Jiangsu Province
https://openalex.org/F4320318339,Hang Seng University of Hong Kong
https://openalex.org/F4320323068,Beijing Postdoctoral Science Foundation
https://openalex.org/F4320327077,Bureau of Science and Technology of Jiangmen Municipality
https://openalex.org/F4320323799,Syddansk Universitet
https://openalex.org/F4320322731,Ministry of Education of the Republic of Belarus
https://openalex.org/F4320335681,Key Laboratory of Industrial Ecology and Environmental Engineering of the Ministry of Education
https://openalex.org/F4320322440,Ocean University of China
https://openalex.org/F4320326189,Taishan Scholar Project of Shandong Province
https://openalex.org/F4320336653,Science and Technology Support Plan for Youth Innovation of Colleges and Universities of Shandong Province of China
https://openalex.org/F4320330915,Beijing International Studies University
https://openalex.org/F4320326943,State Key Laboratory of Advanced Technology for Materials Synthesis and Processing
https://openalex.org/F4320328885,Young Talent Support Program of Shaanxi Province University
https://openalex.org/F4320327078,Taizhou Municipal Science and Technology Bureau
https://openalex.org/F4320329360,Taizhou University
https://openalex.org/F4320334145,Sichuan Association for Science and Technology
https://openalex.org/F4320318398,Ant Group
https://openalex.org/F4320322927,Zhejiang University
https://openalex.org/F4320335892,Youth Innovation Promotion Association
https://openalex.org/F4320323485,China Academy of Chinese Medical Sciences
https://openalex.org/F4320336475,National Safety Academic Fund
https://openalex.org/F4320310013,North Carolina State University
https://openalex.org/F4320323711,Southwest University
https://openalex.org/F4320327599,Central Universities in China
https://openalex.org/F4320324778,Ningbo Municipal Bureau of Science and Technology
https://openalex.org/F4320325777,Università degli Studi della Campania Luigi Vanvitelli
https://openalex.org/F4320324856,Southeast University
https://openalex.org/F4320336613,Science and Technology Innovation Talents in Universities of Henan Province
https://openalex.org/F4320320971,Monash University
https://openalex.org/F4320322449,Tongji University
https://openalex.org/F4320336377,"Marine Equipment and Technology Institute, Jiangsu University of Science and Technology"
https://openalex.org/F4320327827,Key Research and Development Project of Hainan Province
https://openalex.org/F4320320351,Commonwealth Scholarship Commission
https://openalex.org/F4320336061,Research England
https://openalex.org/F4320334971,Science and Engineering Research Council
https://openalex.org/F4320327099,Support Program for Longyuan Youth and Fundamental Research Funds for the Universities of Gansu Province
https://openalex.org/F4320330453,"Collaborative Innovation Center for Particles and Interactions, USTC"
https://openalex.org/F4320326913,State Key Laboratory of Luminescent Materials and Devices
https://openalex.org/F4320322429,Northeastern University
https://openalex.org/F4320310114,Zhongnan University of Economics and Law
https://openalex.org/F4320325900,Gansu Education Department
https://openalex.org/F4320329179,Longdong University
https://openalex.org/F4320329889,Henan Province Science and Technology Innovation Talent Program
https://openalex.org/F4320328381,Huxiang Youth Talent Support Program
https://openalex.org/F4320338465,Zhejiang Province Public Welfare Technology Application Research Project
https://openalex.org/F4320316140,Energi Simulation
https://openalex.org/F4320327462,Wuhan Textile University
https://openalex.org/F4320336023,Program for Professor of Special Appointment (Eastern Scholar) at Shanghai Institutions of Higher Learning
https://openalex.org/F4320329857,Major Scientific and Technological Innovation Project of Shandong Province
https://openalex.org/F4320336593,Henan Provincial Science and Technology Research Project
https://openalex.org/F4320336817,Science Fund for Distinguished Young Scholars of Hebei Province
https://openalex.org/F4320322701,Tianjin University
https://openalex.org/F4320327008,Key Laboratory of Optoelectronic Chemical Materials and Devices
https://openalex.org/F4320336823,Science Fund for Distinguished Young Scholars of Tianjin
https://openalex.org/F4320311826,Chengdu University of Information Technology
https://openalex.org/F4320336596,Key Research and Development Program of Sichuan Province
https://openalex.org/F4320327282,Department of Science and Technology of Jilin Province
https://openalex.org/F4320325186,Northeast Agricultural University
https://openalex.org/F4320327359,Kaohsiung Veterans General Hospital
https://openalex.org/F4320327650,Ditmanson Medical Foundation Chia-Yi Christian Hospital
https://openalex.org/F4320338290,National Renewable Energy Laboratory
https://openalex.org/F4320322370,East China Normal University
https://openalex.org/F4320309480,Nvidia
https://openalex.org/F4320332999,Horizon 2020 Framework Programme
https://openalex.org/F4320338279,Air Force Office of Scientific Research
https://openalex.org/F4320306108,U.S. Department of Transportation
https://openalex.org/F4320326441,Institute for Basic Science
https://openalex.org/F4320321373,Korea University
https://openalex.org/F4320321652,Eidgenössische Technische Hochschule Zürich
https://openalex.org/F4320335015,Bundesamt für Energie
https://openalex.org/F4320321884,Shanxi Scholarship Council of China
https://openalex.org/F4320327253,Novo Nordisk Foundation Center for Basic Metabolic Research
https://openalex.org/F4320322581,Vetenskapsrådet
https://openalex.org/F4320322711,Energimyndigheten
https://openalex.org/F4320326021,Stiftelsen Åforsk
https://openalex.org/F4320331685,University of Hong Kong-Shenzhen Hospital
https://openalex.org/F4320336479,"Geological Research Institute for Coal Green Mining, Xi'an University of Science and Technology"
https://openalex.org/F4320329174,Shenzhen Municipal Science and Technology Innovation Council
https://openalex.org/F4320311213,Education Department of Hunan Province
https://openalex.org/F4320329842,Guangdong Provincial People's Hospital
https://openalex.org/F4320327806,Tip-top Scientific and Technical Innovative Youth Talents of Guangdong Special Support Program
https://openalex.org/F4320322183,Huawei Technologies
https://openalex.org/F4320326667,Bureau of Education of Guangzhou Municipality
https://openalex.org/F4320326846,State Key Laboratory of Polymer Physics and Chemistry
https://openalex.org/F4320330193,Chinese Academy of Engineering
https://openalex.org/F4320335647,"Key Laboratory of Engineering Plastics, Chinese Academy of Sciences"
https://openalex.org/F4320322108,Ministry of Science and Technology
https://openalex.org/F4320323299,Norges Forskningsråd
https://openalex.org/F4320306196,Welch Foundation
https://openalex.org/F4320310133,Rice University
https://openalex.org/F4320332359,Office of Science
https://openalex.org/F4320337547,Laboratory Directed Research and Development
https://openalex.org/F4320338284,Argonne National Laboratory
https://openalex.org/F4320326957,Chongqing Jiaotong University
https://openalex.org/F4320310017,University of Connecticut
https://openalex.org/F4320335960,National Major Science and Technology Projects of China
https://openalex.org/F4320317145,National Engineering and Research Center for Commercial Aircraft Manufacturing
https://openalex.org/F4320332950,Shanghai Aircraft Manufacturing Company
https://openalex.org/F4320324854,University of Shanghai for Science and Technology
https://openalex.org/F4320327222,Korea Institute of Marine Science and Technology promotion
https://openalex.org/F4320325266,Chung Shan Medical University
https://openalex.org/F4320326719,Drainage Services Department
https://openalex.org/F4320322766,Zhengzhou University
https://openalex.org/F4320336620,Shanghai Shuguang Program
https://openalex.org/F4320319616,Japan Petroleum Institute
https://openalex.org/F4320334630,Economic and Social Research Council
https://openalex.org/F4320328578,BHP
https://openalex.org/F4320316084,China Computer Federation
https://openalex.org/F4320306518,Spencer Foundation
https://openalex.org/F4320309102,City University of New York
https://openalex.org/F4320332202,Research Foundation of The City University of New York
https://openalex.org/F4320335636,"Key Laboratory of Fluid and Power Machinery, Ministry of Education"
https://openalex.org/F4320336024,Specialized Research Fund for the Doctoral Program of Higher Education of China
https://openalex.org/F4320338468,Basic Public Welfare Research Program of Zhejiang Province
https://openalex.org/F4320324130,Yangzhou University
https://openalex.org/F4320325365,University of Science and Technology Beijing
https://openalex.org/F4320322880,Natural Science Foundation of Gansu Province
https://openalex.org/F4320334811,Changchun Institute of Applied Chemistry
https://openalex.org/F4320324734,Yunnan Provincial Department of Education
https://openalex.org/F4320326843,State Key Laboratory of Organic–Inorganic Composites
https://openalex.org/F4320327010,State Key Laboratory of Supramolecular Structure and Materials
https://openalex.org/F4320325370,National Research Council of Science and Technology
https://openalex.org/F4320327794,Qinglan Project of Jiangsu Province of China
https://openalex.org/F4320326721,Qingdao National Laboratory for Marine Science and Technology
https://openalex.org/F4320321471,Hunan Provincial Science and Technology Department
https://openalex.org/F4320321572,Beijing Municipal Commission of Education
https://openalex.org/F4320325174,Beijing University of Civil Engineering and Architecture
https://openalex.org/F4320314013,SFPE Foundation
https://openalex.org/F4320317779,Zhejiang Provincial Postdoctoral Science Foundation
https://openalex.org/F4320322980,Fundação de Amparo à Pesquisa do Estado de Minas Gerais
https://openalex.org/F4320337198,Fakultas Teknik Universitas Indonesia
https://openalex.org/F4320308269,Alexander von Humboldt-Stiftung
https://openalex.org/F4320321332,Kyung Hee University
https://openalex.org/F4320327826,Jilin Province Key R&D Plan Project
https://openalex.org/F4320336347,State Key Laboratory of Building Safety and Built Environment
https://openalex.org/F4320321793,Beijing Municipal Education Commission
https://openalex.org/F4320334626,Medical Research Council
https://openalex.org/F4320326892,"National Laboratory of Solid State Microstructures, Nanjing University"
https://openalex.org/F4320337362,National Institute of Arthritis and Musculoskeletal and Skin Diseases
https://openalex.org/F4320321470,Beijing University of Posts and Telecommunications
https://openalex.org/F4320335000,Changjiang Scholar Program of Chinese Ministry of Education
https://openalex.org/F4320309309,Brigham Young University
https://openalex.org/F4320333591,Multidisciplinary University Research Initiative
https://openalex.org/F4320322816,Guangxi University for Nationalities
https://openalex.org/F4320321030,VINNOVA
https://openalex.org/F4320327279,Chongqing Municipal Human Resources and Social Security Bureau
https://openalex.org/F4320309990,Arcelor
https://openalex.org/F4320317775,Tianjin Postdoctoral Science Foundation
https://openalex.org/F4320321487,"Canadian Network for Research and Innovation in Machining Technology, Natural Sciences and Engineering Research Council of Canada"
https://openalex.org/F4320319065,Aromatic Plant Research Center
https://openalex.org/F4320337337,National Institute on Aging
https://openalex.org/F4320337338,"National Heart, Lung, and Blood Institute"
https://openalex.org/F4320337359,National Institute of Neurological Disorders and Stroke
https://openalex.org/F4320317324,Research Fund for Young Star of Science and Technology in Shaanxi Province
https://openalex.org/F4320335803,Shenzhen Fundamental Research and Discipline Layout project
https://openalex.org/F4320336033,Overseas Expertise Introduction Project for Discipline Innovation
https://openalex.org/F4320338362,FP7 International Cooperation
https://openalex.org/F4320322924,Changsha University of Science and Technology
https://openalex.org/F4320322030,"Ministry of Science, ICT and Future Planning"
https://openalex.org/F4320328720,Qilu University of Technology
https://openalex.org/F4320336742,Key Research and Development Program of Liaoning Province
https://openalex.org/F4320312331,Banco Santander
https://openalex.org/F4320335801,Science and Technology Innovative Research Team in Higher Educational Institutions of Hunan Province
https://openalex.org/F4320336753,Changsha Science and Technology Project
https://openalex.org/F4320336611,Naval Health Research Center
https://openalex.org/F4320329814,Kadoorie Charitable Foundation
https://openalex.org/F4320336808,National Natural Science Foundation of China-Nuclear Technology Innovation Joint Fund
https://openalex.org/F4320321026,Ministry of Earth Sciences
https://openalex.org/F4320336765,Indian Institute of Tropical Meteorology
https://openalex.org/F4320317330,Jiangsu Overseas Research and Training Program for University Prominent Young and Middle-aged Teachers and Presidents
https://openalex.org/F4320320933,Rijksuniversiteit Groningen
https://openalex.org/F4320328759,Shanghai Office of Philosophy and Social Science
https://openalex.org/F4320325431,Wuhan University of Science and Technology
https://openalex.org/F4320330032,Ng Teng Fong Charitable Foundation
https://openalex.org/F4320322605,Ningbo University
https://openalex.org/F4320327658,South China Agricultural University
https://openalex.org/F4320322720,Southwest Jiaotong University
https://openalex.org/F4320321759,Stiftelsen för Kunskaps- och Kompetensutveckling
https://openalex.org/F4320326674,Department of Education of Guizhou Province
https://openalex.org/F4320307858,Asian Development Bank
https://openalex.org/F4320313619,Chang Gung Memorial Hospital
https://openalex.org/F4320309870,Jiangsu Agricultural Science and Technology Innovation Fund
https://openalex.org/F4320315778,Strategic Innovation Fund
https://openalex.org/F4320322622,Toyota Motor Corporation
https://openalex.org/F4320335353,National Science Foundation of Sri Lanka
https://openalex.org/F4320332705,Brigham Research Institute
https://openalex.org/F4320337391,"Division of Civil, Mechanical and Manufacturing Innovation"
https://openalex.org/F4320316344,Key Project of Research and Development Plan of Hunan Province
https://openalex.org/F4320321390,Fonds De La Recherche Scientifique - FNRS
https://openalex.org/F4320324952,Université de Montpellier
https://openalex.org/F4320325512,Wuhan Polytechnic University
https://openalex.org/F4320314867,Fire Protection Research Foundation
https://openalex.org/F4320326174,Shaanxi Province Postdoctoral Science Foundation
https://openalex.org/F4320332392,Pipeline and Hazardous Materials Safety Administration
https://openalex.org/F4320326938,"State Key Laboratory of Information Engineering in Surveying, Mapping and Remote Sensing"
https://openalex.org/F4320336954,"State Key Laboratory of Advanced Displays and Optoelectronics Technologies, Hong Kong University of Science and Technology"
https://openalex.org/F4320334815,China Construction Eighth Engineering Division
https://openalex.org/F4320322438,Nanjing University of Aeronautics and Astronautics
https://openalex.org/F4320337014,Key Laboratory of Dynamic Cognitive System of Electromagnetic Spectrum Space
https://openalex.org/F4320335919,Major Projects of Guangdong Education Department for Foundation Research and Applied Research
https://openalex.org/F4320330390,Yunnan Provincial Department of Education Science Research Fund Project
https://openalex.org/F4320323250,Zhejiang Shuren University
https://openalex.org/F4320324873,South University of Science and Technology of China
https://openalex.org/F4320321002,Research Promotion Foundation
https://openalex.org/F4320336639,Yibin Science and Technology Planning Program
https://openalex.org/F4320338195,Australian Research Council Industrial Transformation Training Centre for Functional Grains
https://openalex.org/F4320309594,Utah Science Technology and Research
https://openalex.org/F4320313612,Chongqing Postdoctoral Science Foundation
https://openalex.org/F4320327772,Guangdong Provincial Applied Science and Technology Research and Development Program
https://openalex.org/F4320327776,Innovation Scientists and Technicians Troop Construction Projects of Henan Province
https://openalex.org/F4320333687,Manchester Biomedical Research Centre
https://openalex.org/F4320336220,"Asia Research Center, Nankai University"
https://openalex.org/F4320335595,National Natural Science Foundation of China-Yunnan Joint Fund
https://openalex.org/F4320336196,"University Research Facility in Chemical and Environmental Analysis, Hong Kong Polytechnic University"
https://openalex.org/F4320327672,Scientific Research Foundation of Shaanxi Provincial Key Laboratory
https://openalex.org/F4320330324,Yulin University
https://openalex.org/F4320309652,University of Michigan
https://openalex.org/F4320324983,Nanjing Tech University
https://openalex.org/F4320321525,Chang'an University
https://openalex.org/F4320327402,Shanghai International Studies University
https://openalex.org/F4320329863,Postdoctoral Innovation Project of Shandong Province
https://openalex.org/F4320332178,National Institute of Standards and Technology
https://openalex.org/F4320337506,Advanced Scientific Computing Research
https://openalex.org/F4320322191,Hunan University
https://openalex.org/F4320320945,Københavns Universitet
https://openalex.org/F4320322643,Ministry of Land and Resources of the People's Republic of China
https://openalex.org/F4320327224,Shaanxi Provincial Science and Technology Department
https://openalex.org/F4320324560,Department of Education of Liaoning Province
https://openalex.org/F4320327799,Scientific Research Fund of Liaoning Provincial Education Department
https://openalex.org/F4320316125,China Railway
https://openalex.org/F4320320834,Enterprise Ireland
https://openalex.org/F4320332538,University of Colorado Boulder
https://openalex.org/F4320324032,Xi’an Jiaotong-Liverpool University
https://openalex.org/F4320328359,"Ministry of Science and ICT, South Korea"
https://openalex.org/F4320311039,Ministry of Higher Education and Scientific Research
https://openalex.org/F4320328111,Chengdu University
https://openalex.org/F4320321603,Anhui Medical University
https://openalex.org/F4320326950,State Key Laboratory of Clean Energy Utilization
https://openalex.org/F4320323092,National Tsing Hua University
https://openalex.org/F4320329901,Shanghai Municipal People's Government
https://openalex.org/F4320322970,Education Department of Sichuan Province
https://openalex.org/F4320330383,Key Research Institute of Humanities and Social Sciences in Sichuan Province
https://openalex.org/F4320310926,Università degli Studi Roma Tre
https://openalex.org/F4320323154,China University of Mining and Technology
https://openalex.org/F4320327829,Primary Research and Development Plan of Zhejiang Province
https://openalex.org/F4320321586,Government of Guangdong Province
https://openalex.org/F4320336365,Seed Foundation of Tianjin University
https://openalex.org/F4320325570,Shanghai Municipal Human Resources and Social Security Bureau
https://openalex.org/F4320315633,Immunodiagnostic Systems Holdings
https://openalex.org/F4320328015,West Light Foundation of the Chinese Academy of Sciences
https://openalex.org/F4320314561,Tyre Stewardship Australia
https://openalex.org/F4320309369,Massachusetts Institute of Technology
https://openalex.org/F4320335792,Hubei Technological Innovation Special Fund
https://openalex.org/F4320329781,Hubei University
https://openalex.org/F4320321142,Hanyang University
https://openalex.org/F4320329794,Social Science Foundation of Shaanxi Province
https://openalex.org/F4320324977,Shaanxi University of Science and Technology
https://openalex.org/F4320325627,Education Department of Shaanxi Province
https://openalex.org/F4320309777,Lee Hysan Foundation
https://openalex.org/F4320327585,Fuyang Normal University
https://openalex.org/F4320312338,University of International Business and Economics
https://openalex.org/F4320324638,Wuhan University of Technology
https://openalex.org/F4320321655,Science and Technology Development Fund
https://openalex.org/F4320318708,Computational and Information Systems Laboratory
https://openalex.org/F4320321524,Chang Gung University
https://openalex.org/F4320319766,Nan Fung Life Sciences
https://openalex.org/F4320321798,Ministerstvo Zdravotnictví Ceské Republiky
https://openalex.org/F4320322298,Jiangsu Normal University
https://openalex.org/F4320322300,Jilin University
https://openalex.org/F4320326972,University of Chinese Academy of Sciences
https://openalex.org/F4320335958,Ministry of Education Key Projects of Philosophy and Social Sciences Research
https://openalex.org/F4320320885,European Research Consortium for Informatics and Mathematics
https://openalex.org/F4320322272,Guizhou Science and Technology Department
https://openalex.org/F4320325104,Wuhan National Laboratory for Optoelectronics
https://openalex.org/F4320308309,U.S. Social Security Administration
https://openalex.org/F4320319990,National Institute for Health and Care Research
https://openalex.org/F4320321681,"Ministry of Trade, Industry and Energy"
https://openalex.org/F4320321569,China Meteorological Administration
https://openalex.org/F4320317355,Beijing Institute of Fashion Technology
https://openalex.org/F4320331102,Shenzhen Research Institute of Big Data
https://openalex.org/F4320325408,Fuzhou University
https://openalex.org/F4320334514,Space Technology Mission Directorate
https://openalex.org/F4320322175,Hospital Authority
https://openalex.org/F4320325227,Jubiläumsstiftung der Schweizerischen Lebensversicherungs- und Rentenanstalt für Volksgesundheit und medizinische Forschung
