doi,oa_funder_id,oa_award_id
https://doi.org/10.1021/jacs.3c06723,https://openalex.org/F4320321592,16306921
https://doi.org/10.1021/jacs.3c06723,https://openalex.org/F4320323537,
https://doi.org/10.1063/5.0175323,https://openalex.org/F4320321001,52202426
https://doi.org/10.1063/5.0175323,https://openalex.org/F4320322598,1-BD23
https://doi.org/10.1021/acs.chemmater.3c02183,https://openalex.org/F4320321001,22275077
https://doi.org/10.1021/acs.chemmater.3c02183,https://openalex.org/F4320321592,25300823
https://doi.org/10.1021/acs.chemmater.3c02183,https://openalex.org/F4320322598,P0042930
https://doi.org/10.1021/acs.chemmater.3c02183,https://openalex.org/F4320327605,
https://doi.org/10.1016/j.cities.2023.104634,https://openalex.org/F4320321001,41671165
https://doi.org/10.1016/j.cities.2023.104634,https://openalex.org/F4320321001,51878052
https://doi.org/10.1016/j.cities.2023.104634,https://openalex.org/F4320322664,ZKZD202305
https://doi.org/10.1016/j.conbuildmat.2023.133632,https://openalex.org/F4320321514,2021zzts0783
https://doi.org/10.1016/j.conbuildmat.2023.133632,https://openalex.org/F4320335777,
https://doi.org/10.1016/j.conbuildmat.2023.133632,https://openalex.org/F4320335960,2021YFF0502100
https://doi.org/10.1016/j.conbuildmat.2023.133632,https://openalex.org/F4320336602,202004AR040022
https://doi.org/10.1016/j.energy.2023.129111,https://openalex.org/F4320321001,52178071
https://doi.org/10.1016/j.engfracmech.2023.109589,https://openalex.org/F4320321001,
https://doi.org/10.1016/j.engfracmech.2023.109589,https://openalex.org/F4320321543,
https://doi.org/10.1016/j.engfracmech.2023.109589,https://openalex.org/F4320324856,
https://doi.org/10.1016/j.engfracmech.2023.109589,https://openalex.org/F4320335787,
https://doi.org/10.1016/j.engfracmech.2023.109589,https://openalex.org/F4320338464,
https://doi.org/10.1016/j.enbuild.2023.113495,https://openalex.org/F4320322030,NRF-2021R1A3B1076769
https://doi.org/10.1016/j.enbuild.2023.113495,https://openalex.org/F4320322120,
https://doi.org/10.1088/2631-7990/acef78,https://openalex.org/F4320321001,51836002
https://doi.org/10.1088/2631-7990/acef78,https://openalex.org/F4320335787,DUT22LAB601
https://doi.org/10.1364/ol.501977,https://openalex.org/F4320321001,"62301470, 62071290"
https://doi.org/10.1364/ol.501977,https://openalex.org/F4320322598,No.CDAH
https://doi.org/10.1364/ol.501977,https://openalex.org/F4320322598,No.BD2P
https://doi.org/10.1364/ol.499787,https://openalex.org/F4320322598,1-BD4Q
https://doi.org/10.1364/ol.499787,https://openalex.org/F4320322598,1-W167
https://doi.org/10.1364/ol.499787,https://openalex.org/F4320322598,1-W19E
https://doi.org/10.1039/d3ee02033a,https://openalex.org/F4320317552,
https://doi.org/10.1039/d3ee02033a,https://openalex.org/F4320318785,KF2209
https://doi.org/10.1039/d3ee02033a,https://openalex.org/F4320321001,61974085
https://doi.org/10.1039/d3ee02033a,https://openalex.org/F4320321001,52073207
https://doi.org/10.1039/d3ee02033a,https://openalex.org/F4320326190,21JCZDJC0060
https://doi.org/10.1039/d3ee02033a,https://openalex.org/F4320335787,
https://doi.org/10.1109/tap.2023.3301948,https://openalex.org/F4320321001,62101109
https://doi.org/10.1109/tap.2023.3301948,https://openalex.org/F4320321543,2021TQ0058
https://doi.org/10.1109/tap.2023.3301948,https://openalex.org/F4320321543,2021M690026
https://doi.org/10.1109/tap.2023.3301948,https://openalex.org/F4320323540,XJ2022031
https://doi.org/10.1109/tap.2023.3301948,https://openalex.org/F4320325551,
https://doi.org/10.1016/j.jclepro.2023.138339,https://openalex.org/F4320321001,52027813
https://doi.org/10.1016/j.bioactmat.2023.07.016,https://openalex.org/F4320321001,
https://doi.org/10.1016/j.bioactmat.2023.07.016,https://openalex.org/F4320321160,22205264
https://doi.org/10.1016/j.bioactmat.2023.07.016,https://openalex.org/F4320321592,C5044-21G
https://doi.org/10.1016/j.bioactmat.2023.07.016,https://openalex.org/F4320321592,T13-402/17-N
https://doi.org/10.1016/j.bioactmat.2023.07.016,https://openalex.org/F4320321592,GRF/14202920
https://doi.org/10.1016/j.bioactmat.2023.07.016,https://openalex.org/F4320321592,AoE/M-402/20
https://doi.org/10.1016/j.bioactmat.2023.07.016,https://openalex.org/F4320321592,GRF/14204618
https://doi.org/10.1016/j.bioactmat.2023.07.016,https://openalex.org/F4320321592,GRF/14108720
