doi,oa_author_id,oa_institution_id,oa_raw_affiliation_string
https://doi.org/10.1186/s41747-023-00387-0,https://openalex.org/A5111077499,https://openalex.org/I149137203,"Department of Radiology, The Affiliated Hospital of Guizhou Medical University, Guiyang, China"
https://doi.org/10.1186/s41747-023-00387-0,https://openalex.org/A5111077499,https://openalex.org/I4210109381,"Department of Radiology, The Affiliated Hospital of Guizhou Medical University, Guiyang, China"
https://doi.org/10.1186/s41747-023-00387-0,https://openalex.org/A5022881775,https://openalex.org/I4210109381,"Department of Radiology, The Affiliated Hospital of Guizhou Medical University, Guiyang, China"
https://doi.org/10.1186/s41747-023-00387-0,https://openalex.org/A5022881775,https://openalex.org/I149137203,"Department of Radiology, The Affiliated Hospital of Guizhou Medical University, Guiyang, China"
https://doi.org/10.1186/s41747-023-00387-0,https://openalex.org/A5111077500,https://openalex.org/I4210109381,"Department of Radiology, The Affiliated Hospital of Guizhou Medical University, Guiyang, China"
https://doi.org/10.1186/s41747-023-00387-0,https://openalex.org/A5111077500,https://openalex.org/I149137203,"Department of Radiology, The Affiliated Hospital of Guizhou Medical University, Guiyang, China"
https://doi.org/10.1186/s41747-023-00387-0,https://openalex.org/A5101990977,https://openalex.org/I4210109381,"Department of Radiology, The Affiliated Hospital of Guizhou Medical University, Guiyang, China"
https://doi.org/10.1186/s41747-023-00387-0,https://openalex.org/A5101990977,https://openalex.org/I149137203,"Department of Radiology, The Affiliated Hospital of Guizhou Medical University, Guiyang, China"
https://doi.org/10.1186/s41747-023-00387-0,https://openalex.org/A5053350932,https://openalex.org/I14243506,"Department of Health Technology and Informatics, The Hong Kong Polytechnic University, Kowloon, Hong Kong SAR, China"
https://doi.org/10.1186/s41747-023-00387-0,https://openalex.org/A5066124123,https://openalex.org/I14243506,"Department of Health Technology and Informatics, The Hong Kong Polytechnic University, Kowloon, Hong Kong SAR, China"
https://doi.org/10.1080/13562517.2023.2283727,https://openalex.org/A5006376195,https://openalex.org/I14243506,"Department of English and Communication, The Hong Kong Polytechnic University, Hong Kong SAR, People's Republic of China, Faculty of Humanities, Tianjin University of Finance and Economics, Tianjin, People's Republic of China"
https://doi.org/10.1080/13562517.2023.2283727,https://openalex.org/A5006376195,https://openalex.org/I193524592,"Department of English and Communication, The Hong Kong Polytechnic University, Hong Kong SAR, People's Republic of China, Faculty of Humanities, Tianjin University of Finance and Economics, Tianjin, People's Republic of China"
https://doi.org/10.1080/13562517.2023.2283727,https://openalex.org/A5053131514,https://openalex.org/I14243506,"Department of English and Communication, The Hong Kong Polytechnic University, Hong Kong SAR, People's Republic of China"
https://doi.org/10.1038/s42004-023-01050-w,https://openalex.org/A5100353421,https://openalex.org/I14243506,"State Key Laboratory of Chemical Biology and Drug Discovery, Department of Applied Biology and Chemical Technology, The Hong Kong Polytechnic University, Hung Hom, Hong Kong SAR, China"
https://doi.org/10.1038/s42004-023-01050-w,https://openalex.org/A5028733094,https://openalex.org/I14243506,"State Key Laboratory of Chemical Biology and Drug Discovery, Department of Applied Biology and Chemical Technology, The Hong Kong Polytechnic University, Hung Hom, Hong Kong SAR, China"
https://doi.org/10.1038/s42004-023-01050-w,https://openalex.org/A5110374947,https://openalex.org/I14243506,"State Key Laboratory of Chemical Biology and Drug Discovery, Department of Applied Biology and Chemical Technology, The Hong Kong Polytechnic University, Hung Hom, Hong Kong SAR, China"
https://doi.org/10.1038/s42004-023-01050-w,https://openalex.org/A5049187603,https://openalex.org/I889458895,"Department of Diagnostic Radiology, Li Ka Shing Faculty of Medicine, The University of Hong Kong, Hong Kong SAR, China"
https://doi.org/10.1038/s42004-023-01050-w,https://openalex.org/A5030730368,https://openalex.org/I14243506,"State Key Laboratory of Chemical Biology and Drug Discovery, Department of Applied Biology and Chemical Technology, The Hong Kong Polytechnic University, Hung Hom, Hong Kong SAR, China"
https://doi.org/10.1038/s42004-023-01050-w,https://openalex.org/A5061247286,https://openalex.org/I14243506,"State Key Laboratory of Chemical Biology and Drug Discovery, Department of Applied Biology and Chemical Technology, The Hong Kong Polytechnic University, Hung Hom, Hong Kong SAR, China"
https://doi.org/10.1038/s42004-023-01050-w,https://openalex.org/A5001457706,https://openalex.org/I889458895,"Department of Diagnostic Radiology, Li Ka Shing Faculty of Medicine, The University of Hong Kong, Hong Kong SAR, China"
https://doi.org/10.1038/s42004-023-01050-w,https://openalex.org/A5026337733,https://openalex.org/I182722699,"The Hong Kong Polytechnic University Shenzhen Research Institute, Shenzhen, 518000, China"
