doi,year,cited_by_count
https://doi.org/10.1109/tip.2024.3362153,2024,23
https://doi.org/10.1109/tip.2024.3362153,2023,1
https://doi.org/10.1109/tip.2024.3362153,2022,1
https://doi.org/10.1016/j.aei.2023.102333,2025,12
https://doi.org/10.1016/j.aei.2023.102333,2024,17
https://doi.org/10.1080/19368623.2023.2258116,2025,15
https://doi.org/10.1080/19368623.2023.2258116,2024,26
https://doi.org/10.1080/19368623.2023.2258116,2023,2
https://doi.org/10.1038/s41928-024-01189-x,2025,20
https://doi.org/10.1038/s41928-024-01189-x,2024,16
https://doi.org/10.1002/adma.202401568,2025,18
https://doi.org/10.1002/adma.202401568,2024,24
https://doi.org/10.1007/s40820-024-01360-1,2025,17
https://doi.org/10.1007/s40820-024-01360-1,2024,24
https://doi.org/10.1002/anie.202319125,2025,10
https://doi.org/10.1002/anie.202319125,2024,26
https://doi.org/10.1016/j.dibe.2023.100319,2025,19
https://doi.org/10.1016/j.dibe.2023.100319,2024,22
https://doi.org/10.1016/j.rser.2023.114146,2025,10
https://doi.org/10.1016/j.rser.2023.114146,2024,35
https://doi.org/10.1109/comst.2023.3312221,2025,15
https://doi.org/10.1109/comst.2023.3312221,2024,34
https://doi.org/10.1109/comst.2023.3312221,2023,15
https://doi.org/10.1038/s41467-024-47431-0,2025,16
https://doi.org/10.1038/s41467-024-47431-0,2024,25
https://doi.org/10.1016/j.susmat.2024.e00829,2025,3
https://doi.org/10.1016/j.susmat.2024.e00829,2024,21
https://doi.org/10.1016/j.watres.2023.120999,2025,10
https://doi.org/10.1016/j.watres.2023.120999,2024,32
https://doi.org/10.1016/j.watres.2023.120999,2023,2
https://doi.org/10.1016/j.ijplas.2023.103823,2025,9
https://doi.org/10.1016/j.ijplas.2023.103823,2024,33
https://doi.org/10.1142/s0219455424501037,2025,9
https://doi.org/10.1142/s0219455424501037,2024,27
https://doi.org/10.1142/s0219455424501037,2023,1
https://doi.org/10.1038/s41467-024-46144-8,2025,10
https://doi.org/10.1038/s41467-024-46144-8,2024,25
https://doi.org/10.1002/adma.202401476,2025,8
https://doi.org/10.1002/adma.202401476,2024,23
https://doi.org/10.1002/adma.202312161,2025,14
https://doi.org/10.1002/adma.202312161,2024,23
https://doi.org/10.1002/cey2.373,2025,9
https://doi.org/10.1002/cey2.373,2024,31
https://doi.org/10.1002/cey2.373,2023,2
https://doi.org/10.1080/13683500.2023.2165483,2025,12
https://doi.org/10.1080/13683500.2023.2165483,2024,23
https://doi.org/10.1080/13683500.2023.2165483,2023,10
https://doi.org/10.1038/s41467-024-47341-1,2025,17
https://doi.org/10.1038/s41467-024-47341-1,2024,18
https://doi.org/10.1002/adma.202311272,2025,4
https://doi.org/10.1002/adma.202311272,2024,15
https://doi.org/10.1016/j.ensm.2024.103202,2025,14
https://doi.org/10.1016/j.ensm.2024.103202,2024,21
https://doi.org/10.1002/adma.202309211,2025,10
https://doi.org/10.1002/adma.202309211,2024,24
https://doi.org/10.1002/adma.202400745,2025,23
https://doi.org/10.1002/adma.202400745,2024,16
https://doi.org/10.1016/j.enbuild.2024.113997,2025,14
https://doi.org/10.1016/j.enbuild.2024.113997,2024,23
https://doi.org/10.1002/adma.202304632,2025,7
https://doi.org/10.1002/adma.202304632,2024,36
https://doi.org/10.1002/adma.202304632,2023,15
https://doi.org/10.1016/j.inffus.2023.101971,2025,6
https://doi.org/10.1016/j.inffus.2023.101971,2024,23
https://doi.org/10.1016/j.inffus.2023.101971,2023,1
https://doi.org/10.1038/s41467-024-51760-5,2025,23
https://doi.org/10.1038/s41467-024-51760-5,2024,5
https://doi.org/10.1021/acsmaterialslett.4c00789,2025,9
https://doi.org/10.1021/acsmaterialslett.4c00789,2024,27
https://doi.org/10.1002/adma.202402008,2025,10
https://doi.org/10.1002/adma.202402008,2024,15
https://doi.org/10.1016/j.rcim.2024.102728,2025,9
https://doi.org/10.1016/j.rcim.2024.102728,2024,17
https://doi.org/10.1002/aisy.202300359,2025,8
https://doi.org/10.1002/aisy.202300359,2024,18
https://doi.org/10.1109/jestpe.2023.3323473,2025,2
https://doi.org/10.1109/jestpe.2023.3323473,2024,28
https://doi.org/10.1109/jestpe.2023.3323473,2018,1
https://doi.org/10.1039/d4ee00764f,2025,10
https://doi.org/10.1039/d4ee00764f,2024,23
https://doi.org/10.1002/anie.202401996,2025,12
https://doi.org/10.1002/anie.202401996,2024,18
https://doi.org/10.1021/jacs.3c08177,2025,11
https://doi.org/10.1021/jacs.3c08177,2024,23
https://doi.org/10.1109/tsg.2023.3266253,2025,4
https://doi.org/10.1109/tsg.2023.3266253,2024,20
https://doi.org/10.1109/tsg.2023.3266253,2023,6
https://doi.org/10.1002/adma.202209460,2025,11
https://doi.org/10.1002/adma.202209460,2024,19
https://doi.org/10.1002/adma.202209460,2023,7
https://doi.org/10.1109/tem.2021.3138745,2025,3
https://doi.org/10.1109/tem.2021.3138745,2024,16
https://doi.org/10.1109/tem.2021.3138745,2023,24
https://doi.org/10.1109/tem.2021.3138745,2022,9
https://doi.org/10.1016/j.jrmge.2024.01.008,2025,10
https://doi.org/10.1016/j.jrmge.2024.01.008,2024,22
https://doi.org/10.1016/j.energy.2024.130882,2025,8
https://doi.org/10.1016/j.energy.2024.130882,2024,20
https://doi.org/10.1016/j.compgeo.2024.106174,2025,9
https://doi.org/10.1016/j.compgeo.2024.106174,2024,22
https://doi.org/10.1021/acs.jpclett.4c00008,2025,9
https://doi.org/10.1021/acs.jpclett.4c00008,2024,21
https://doi.org/10.1016/j.jclepro.2023.140343,2025,5
https://doi.org/10.1016/j.jclepro.2023.140343,2024,32
https://doi.org/10.1016/j.jhazmat.2023.133198,2025,12
https://doi.org/10.1016/j.jhazmat.2023.133198,2024,23
https://doi.org/10.1016/j.scitotenv.2023.168769,2025,10
https://doi.org/10.1016/j.scitotenv.2023.168769,2024,30
https://doi.org/10.1016/j.apenergy.2023.122278,2025,10
https://doi.org/10.1016/j.apenergy.2023.122278,2024,23
https://doi.org/10.1016/j.apenergy.2023.122278,2023,2
https://doi.org/10.1016/j.nanoen.2023.109099,2025,4
https://doi.org/10.1016/j.nanoen.2023.109099,2024,31
https://doi.org/10.1016/j.eswa.2023.121719,2025,9
https://doi.org/10.1016/j.eswa.2023.121719,2024,23
https://doi.org/10.1016/j.eswa.2023.121719,2023,3
https://doi.org/10.1002/adma.202306435,2025,10
https://doi.org/10.1002/adma.202306435,2024,27
https://doi.org/10.1002/adma.202306435,2023,1
https://doi.org/10.1109/tmc.2023.3298643,2025,4
https://doi.org/10.1109/tmc.2023.3298643,2024,28
https://doi.org/10.1109/tmc.2023.3298643,2023,7
https://doi.org/10.1002/adfm.202405179,2025,14
https://doi.org/10.1002/adfm.202405179,2024,21
https://doi.org/10.1016/j.matt.2023.12.019,2025,8
https://doi.org/10.1016/j.matt.2023.12.019,2024,22
https://doi.org/10.1016/j.conbuildmat.2024.135354,2025,11
https://doi.org/10.1016/j.conbuildmat.2024.135354,2024,27
https://doi.org/10.1016/j.cemconcomp.2024.105466,2025,10
https://doi.org/10.1016/j.cemconcomp.2024.105466,2024,18
https://doi.org/10.1038/s41467-024-45369-x,2025,5
https://doi.org/10.1038/s41467-024-45369-x,2024,24
https://doi.org/10.1038/s41565-023-01579-w,2025,5
https://doi.org/10.1038/s41565-023-01579-w,2024,27
https://doi.org/10.1002/adma.202310559,2025,12
https://doi.org/10.1002/adma.202310559,2024,22
https://doi.org/10.1016/j.tws.2023.111309,2025,6
https://doi.org/10.1016/j.tws.2023.111309,2024,25
https://doi.org/10.1016/j.tws.2023.111309,2023,4
https://doi.org/10.1109/tnnls.2023.3243000,2025,3
https://doi.org/10.1109/tnnls.2023.3243000,2024,22
https://doi.org/10.1109/tnnls.2023.3243000,2023,9
https://doi.org/10.1002/adma.202407517,2025,13
https://doi.org/10.1002/adma.202407517,2024,13
https://doi.org/10.1021/acs.chemrev.3c00931,2025,11
https://doi.org/10.1021/acs.chemrev.3c00931,2024,21
https://doi.org/10.1016/j.jmrt.2024.03.187,2025,8
https://doi.org/10.1016/j.jmrt.2024.03.187,2024,23
https://doi.org/10.1016/j.jbusres.2024.114611,2025,11
https://doi.org/10.1016/j.jbusres.2024.114611,2024,33
https://doi.org/10.1109/tte.2023.3287891,2025,3
https://doi.org/10.1109/tte.2023.3287891,2024,17
https://doi.org/10.1109/tte.2023.3287891,2023,11
https://doi.org/10.1109/tcyb.2023.3273625,2025,4
https://doi.org/10.1109/tcyb.2023.3273625,2024,24
https://doi.org/10.1109/tcyb.2023.3273625,2023,5
https://doi.org/10.1002/anie.202409906,2025,14
https://doi.org/10.1002/anie.202409906,2024,5
https://doi.org/10.1016/j.cemconres.2024.107486,2025,10
https://doi.org/10.1016/j.cemconres.2024.107486,2024,21
https://doi.org/10.1021/acsnano.3c12389,2025,12
https://doi.org/10.1021/acsnano.3c12389,2024,15
https://doi.org/10.1002/aenm.202303991,2025,10
https://doi.org/10.1002/aenm.202303991,2024,20
https://doi.org/10.1016/j.ijmachtools.2024.104118,2025,9
https://doi.org/10.1016/j.ijmachtools.2024.104118,2024,17
https://doi.org/10.1016/j.jmatprotec.2023.118262,2025,9
https://doi.org/10.1016/j.jmatprotec.2023.118262,2024,32
https://doi.org/10.1002/advs.202401313,2025,13
https://doi.org/10.1002/advs.202401313,2024,22
https://doi.org/10.1016/j.eneco.2024.107493,2025,12
https://doi.org/10.1016/j.eneco.2024.107493,2024,22
https://doi.org/10.1038/s41467-024-46528-w,2025,12
https://doi.org/10.1038/s41467-024-46528-w,2024,17
https://doi.org/10.1002/aenm.202303584,2025,2
https://doi.org/10.1002/aenm.202303584,2024,24
https://doi.org/10.1002/cey2.465,2025,3
https://doi.org/10.1002/cey2.465,2024,29
https://doi.org/10.1002/advs.202305347,2025,12
https://doi.org/10.1002/advs.202305347,2024,19
https://doi.org/10.1016/j.apenergy.2023.122460,2025,6
https://doi.org/10.1016/j.apenergy.2023.122460,2024,25
https://doi.org/10.1016/j.conbuildmat.2023.134387,2025,8
https://doi.org/10.1016/j.conbuildmat.2023.134387,2024,22
https://doi.org/10.1109/tte.2023.3295089,2025,3
https://doi.org/10.1109/tte.2023.3295089,2024,24
https://doi.org/10.1109/tte.2023.3295089,2023,4
https://doi.org/10.1002/tesq.3234,2025,4
https://doi.org/10.1002/tesq.3234,2024,16
https://doi.org/10.1002/tesq.3234,2023,4
https://doi.org/10.1007/s00170-022-10729-8,2025,3
https://doi.org/10.1007/s00170-022-10729-8,2024,11
https://doi.org/10.1007/s00170-022-10729-8,2023,22
https://doi.org/10.1016/j.joule.2024.06.010,2025,12
https://doi.org/10.1016/j.joule.2024.06.010,2024,14
https://doi.org/10.1016/j.jcis.2024.04.057,2025,4
https://doi.org/10.1016/j.jcis.2024.04.057,2024,27
https://doi.org/10.1016/j.jobe.2024.109129,2025,7
https://doi.org/10.1016/j.jobe.2024.109129,2024,23
https://doi.org/10.1002/aenm.202400354,2025,7
https://doi.org/10.1002/aenm.202400354,2024,20
https://doi.org/10.1002/adma.202312311,2025,8
https://doi.org/10.1002/adma.202312311,2024,20
https://doi.org/10.1016/j.cej.2024.149196,2025,11
https://doi.org/10.1016/j.cej.2024.149196,2024,18
https://doi.org/10.1016/j.oceaneng.2024.116958,2025,2
https://doi.org/10.1016/j.oceaneng.2024.116958,2024,30
https://doi.org/10.1021/acs.est.3c04680,2025,8
https://doi.org/10.1021/acs.est.3c04680,2024,22
https://doi.org/10.1108/tr-07-2023-0489,2025,12
https://doi.org/10.1108/tr-07-2023-0489,2024,17
https://doi.org/10.1108/tr-07-2023-0489,2023,2
https://doi.org/10.1109/twc.2023.3312723,2024,12
https://doi.org/10.1109/twc.2023.3312723,2023,2
https://doi.org/10.1111/mice.13097,2025,7
https://doi.org/10.1111/mice.13097,2024,17
https://doi.org/10.1111/mice.13097,2023,2
https://doi.org/10.1016/j.ultras.2023.107144,2025,4
https://doi.org/10.1016/j.ultras.2023.107144,2024,22
https://doi.org/10.1016/j.ultras.2023.107144,2023,3
https://doi.org/10.1016/j.jcou.2024.102948,2025,18
https://doi.org/10.1016/j.jcou.2024.102948,2024,9
https://doi.org/10.1016/j.scib.2024.07.027,2025,13
https://doi.org/10.1016/j.scib.2024.07.027,2024,15
https://doi.org/10.1039/d4ee01804d,2025,12
https://doi.org/10.1039/d4ee01804d,2024,15
https://doi.org/10.1016/j.conbuildmat.2024.136030,2025,3
https://doi.org/10.1016/j.conbuildmat.2024.136030,2024,26
https://doi.org/10.1016/j.nanoen.2024.109538,2025,8
https://doi.org/10.1016/j.nanoen.2024.109538,2024,18
https://doi.org/10.1016/j.jechem.2023.12.033,2025,10
https://doi.org/10.1016/j.jechem.2023.12.033,2024,15
https://doi.org/10.1109/tsg.2024.3362344,2025,2
https://doi.org/10.1109/tsg.2024.3362344,2024,25
https://doi.org/10.1016/j.jcis.2024.01.183,2025,4
https://doi.org/10.1016/j.jcis.2024.01.183,2024,26
https://doi.org/10.1016/j.ijbiomac.2024.129411,2025,6
https://doi.org/10.1016/j.ijbiomac.2024.129411,2024,27
https://doi.org/10.1016/j.tourman.2023.104823,2025,4
https://doi.org/10.1016/j.tourman.2023.104823,2024,20
https://doi.org/10.1016/j.tourman.2023.104823,2023,2
https://doi.org/10.1177/00472875231168619,2025,2
https://doi.org/10.1177/00472875231168619,2024,21
https://doi.org/10.1177/00472875231168619,2023,4
https://doi.org/10.1109/twc.2024.3433491,2025,7
https://doi.org/10.1109/twc.2024.3433491,2024,9
https://doi.org/10.1021/acsmaterialslett.4c00848,2025,10
https://doi.org/10.1021/acsmaterialslett.4c00848,2024,12
https://doi.org/10.1016/j.cej.2024.150784,2025,16
https://doi.org/10.1016/j.cej.2024.150784,2024,14
https://doi.org/10.1016/j.jag.2024.103734,2025,8
https://doi.org/10.1016/j.jag.2024.103734,2024,24
https://doi.org/10.1002/adfm.202401134,2025,7
https://doi.org/10.1002/adfm.202401134,2024,16
https://doi.org/10.1145/3616855.3635845,2025,2
https://doi.org/10.1145/3616855.3635845,2024,20
https://doi.org/10.1016/j.joule.2023.12.011,2025,6
https://doi.org/10.1016/j.joule.2023.12.011,2024,19
https://doi.org/10.1177/10963480221116060,2024,13
https://doi.org/10.1177/10963480221116060,2023,13
https://doi.org/10.1177/10963480221116060,2022,2
https://doi.org/10.1016/j.engstruct.2024.117516,2025,6
https://doi.org/10.1016/j.engstruct.2024.117516,2024,22
https://doi.org/10.1016/j.cemconres.2023.107385,2025,8
https://doi.org/10.1016/j.cemconres.2023.107385,2024,22
https://doi.org/10.1002/adma.202304808,2025,6
https://doi.org/10.1002/adma.202304808,2024,21
https://doi.org/10.1002/adma.202304808,2023,2
https://doi.org/10.1177/14759217231170316,2025,5
https://doi.org/10.1177/14759217231170316,2024,14
https://doi.org/10.1177/14759217231170316,2023,9
https://doi.org/10.1007/s10694-022-01357-5,2025,7
https://doi.org/10.1007/s10694-022-01357-5,2024,29
https://doi.org/10.1007/s10694-022-01357-5,2023,8
https://doi.org/10.1109/tevc.2022.3213006,2025,4
https://doi.org/10.1109/tevc.2022.3213006,2024,14
https://doi.org/10.1109/tevc.2022.3213006,2023,8
https://doi.org/10.1109/tnnls.2022.3175775,2025,5
https://doi.org/10.1109/tnnls.2022.3175775,2024,26
https://doi.org/10.1038/s41928-024-01208-x,2025,11
https://doi.org/10.1038/s41928-024-01208-x,2024,10
https://doi.org/10.1016/j.autcon.2024.105516,2025,13
https://doi.org/10.1016/j.autcon.2024.105516,2024,13
https://doi.org/10.1038/s41467-024-49168-2,2025,14
https://doi.org/10.1038/s41467-024-49168-2,2024,16
https://doi.org/10.1145/3626772.3657807,2025,4
https://doi.org/10.1145/3626772.3657807,2024,16
https://doi.org/10.1016/j.ast.2024.109101,2025,5
https://doi.org/10.1016/j.ast.2024.109101,2024,24
https://doi.org/10.1016/j.cej.2024.150403,2025,9
https://doi.org/10.1016/j.cej.2024.150403,2024,20
https://doi.org/10.1007/s40820-024-01362-z,2025,14
https://doi.org/10.1007/s40820-024-01362-z,2024,12
https://doi.org/10.1016/j.jclepro.2024.140676,2025,9
https://doi.org/10.1016/j.jclepro.2024.140676,2024,17
https://doi.org/10.1002/anie.202318595,2025,5
https://doi.org/10.1002/anie.202318595,2024,16
https://doi.org/10.1109/tgrs.2023.3346384,2025,1
https://doi.org/10.1109/tgrs.2023.3346384,2024,13
https://doi.org/10.1002/adfm.202309684,2025,6
https://doi.org/10.1002/adfm.202309684,2024,22
https://doi.org/10.1108/jrim-09-2022-0280,2025,4
https://doi.org/10.1108/jrim-09-2022-0280,2024,21
https://doi.org/10.1108/jrim-09-2022-0280,2023,2
https://doi.org/10.1108/ijchm-09-2022-1103,2025,8
https://doi.org/10.1108/ijchm-09-2022-1103,2024,13
https://doi.org/10.1108/ijchm-09-2022-1103,2023,3
https://doi.org/10.1016/j.apenergy.2024.123632,2025,11
https://doi.org/10.1016/j.apenergy.2024.123632,2024,14
https://doi.org/10.1016/j.compositesb.2024.111562,2025,11
https://doi.org/10.1016/j.compositesb.2024.111562,2024,17
https://doi.org/10.1016/j.compgeo.2024.106287,2025,8
https://doi.org/10.1016/j.compgeo.2024.106287,2024,17
https://doi.org/10.1109/tgrs.2024.3375398,2025,3
https://doi.org/10.1109/tgrs.2024.3375398,2024,7
https://doi.org/10.1039/d4ey00002a,2025,8
https://doi.org/10.1039/d4ey00002a,2024,16
https://doi.org/10.1016/j.geotexmem.2024.01.005,2025,5
https://doi.org/10.1016/j.geotexmem.2024.01.005,2024,24
https://doi.org/10.1007/s40820-024-01330-7,2025,8
https://doi.org/10.1007/s40820-024-01330-7,2024,18
https://doi.org/10.1016/j.jclepro.2024.140703,2025,3
https://doi.org/10.1016/j.jclepro.2024.140703,2024,23
https://doi.org/10.1016/j.oceram.2023.100526,2025,7
https://doi.org/10.1016/j.oceram.2023.100526,2024,25
https://doi.org/10.1007/s40820-023-01269-1,2025,6
https://doi.org/10.1007/s40820-023-01269-1,2024,21
https://doi.org/10.1016/j.apenergy.2023.122282,2025,9
https://doi.org/10.1016/j.apenergy.2023.122282,2024,17
https://doi.org/10.1002/adfm.202310828,2025,7
https://doi.org/10.1002/adfm.202310828,2024,19
https://doi.org/10.1016/j.jretconser.2023.103571,2025,4
https://doi.org/10.1016/j.jretconser.2023.103571,2024,18
https://doi.org/10.1016/j.jretconser.2023.103571,2023,1
https://doi.org/10.1016/j.inffus.2023.101977,2025,3
https://doi.org/10.1016/j.inffus.2023.101977,2024,15
https://doi.org/10.1016/j.inffus.2023.101977,2023,4
https://doi.org/10.1080/08989621.2023.2184262,2025,4
https://doi.org/10.1080/08989621.2023.2184262,2024,21
https://doi.org/10.1080/08989621.2023.2184262,2023,15
https://doi.org/10.1016/j.tws.2024.112592,2025,17
https://doi.org/10.1016/j.tws.2024.112592,2024,4
https://doi.org/10.1016/j.crsus.2024.100154,2025,15
https://doi.org/10.1016/j.crsus.2024.100154,2024,9
https://doi.org/10.1038/s41565-024-01665-7,2025,12
https://doi.org/10.1038/s41565-024-01665-7,2024,11
https://doi.org/10.1016/j.nanoen.2024.109634,2025,10
https://doi.org/10.1016/j.nanoen.2024.109634,2024,15
https://doi.org/10.1145/3589334.3645517,2025,2
https://doi.org/10.1145/3589334.3645517,2024,14
https://doi.org/10.1002/advs.202309883,2025,12
https://doi.org/10.1002/advs.202309883,2024,15
https://doi.org/10.1016/j.engfailanal.2024.108201,2025,7
https://doi.org/10.1016/j.engfailanal.2024.108201,2024,16
https://doi.org/10.1016/j.engfailanal.2024.108141,2025,10
https://doi.org/10.1016/j.engfailanal.2024.108141,2024,17
https://doi.org/10.1016/j.compgeo.2024.106163,2025,11
https://doi.org/10.1016/j.compgeo.2024.106163,2024,15
https://doi.org/10.1016/j.jii.2024.100561,2025,6
https://doi.org/10.1016/j.jii.2024.100561,2024,20
https://doi.org/10.1021/jacs.3c13065,2025,7
https://doi.org/10.1021/jacs.3c13065,2024,16
https://doi.org/10.1038/s41467-023-44679-w,2025,7
https://doi.org/10.1038/s41467-023-44679-w,2024,21
https://doi.org/10.1016/j.rser.2023.114021,2025,11
https://doi.org/10.1016/j.rser.2023.114021,2024,18
https://doi.org/10.1016/j.rser.2023.114021,2023,1
https://doi.org/10.1016/j.ejor.2023.07.005,2025,5
https://doi.org/10.1016/j.ejor.2023.07.005,2024,19
https://doi.org/10.1016/j.ejor.2023.07.005,2023,5
https://doi.org/10.1002/tesq.3240,2025,8
https://doi.org/10.1002/tesq.3240,2024,16
https://doi.org/10.1002/tesq.3240,2023,1
https://doi.org/10.1109/tnnls.2022.3149997,2025,1
https://doi.org/10.1109/tnnls.2022.3149997,2024,12
https://doi.org/10.1109/tnnls.2022.3149997,2023,10
https://doi.org/10.1109/tnnls.2022.3149997,2022,1
https://doi.org/10.1109/cvpr52733.2024.02405,2025,3
https://doi.org/10.1109/cvpr52733.2024.02405,2024,16
https://doi.org/10.1002/anie.202409689,2025,10
https://doi.org/10.1002/anie.202409689,2024,6
https://doi.org/10.1038/s41467-024-50279-z,2025,15
https://doi.org/10.1038/s41467-024-50279-z,2024,7
https://doi.org/10.1016/j.ensm.2024.103436,2025,9
https://doi.org/10.1016/j.ensm.2024.103436,2024,13
https://doi.org/10.1021/acsnano.3c09935,2025,10
https://doi.org/10.1021/acsnano.3c09935,2024,13
https://doi.org/10.1038/s41522-024-00488-7,2025,7
https://doi.org/10.1038/s41522-024-00488-7,2024,22
https://doi.org/10.1016/j.mtcomm.2024.108079,2025,8
https://doi.org/10.1016/j.mtcomm.2024.108079,2024,17
https://doi.org/10.1039/d3ta07228b,2025,5
https://doi.org/10.1039/d3ta07228b,2024,27
https://doi.org/10.1038/s41467-024-44733-1,2025,10
https://doi.org/10.1038/s41467-024-44733-1,2024,17
https://doi.org/10.1016/j.jcis.2023.12.145,2025,3
https://doi.org/10.1016/j.jcis.2023.12.145,2024,20
https://doi.org/10.1002/aenm.202302662,2025,8
https://doi.org/10.1002/aenm.202302662,2024,19
https://doi.org/10.1002/adfm.202311906,2025,12
https://doi.org/10.1002/adfm.202311906,2024,17
https://doi.org/10.1016/j.apenergy.2023.122327,2025,7
https://doi.org/10.1016/j.apenergy.2023.122327,2024,15
https://doi.org/10.1002/adfm.202311961,2025,3
https://doi.org/10.1002/adfm.202311961,2024,16
https://doi.org/10.1139/cgj-2023-0105,2025,4
https://doi.org/10.1139/cgj-2023-0105,2024,16
https://doi.org/10.1139/cgj-2023-0105,2023,3
https://doi.org/10.1109/cvpr52733.2024.02437,2025,7
https://doi.org/10.1109/cvpr52733.2024.02437,2024,5
https://doi.org/10.1038/s41467-024-50252-w,2025,14
https://doi.org/10.1038/s41467-024-50252-w,2024,9
https://doi.org/10.1021/acs.est.4c04014,2025,10
https://doi.org/10.1021/acs.est.4c04014,2024,12
https://doi.org/10.1016/j.enggeo.2024.107557,2025,9
https://doi.org/10.1016/j.enggeo.2024.107557,2024,16
https://doi.org/10.1038/s41419-024-06712-8,2025,8
https://doi.org/10.1038/s41419-024-06712-8,2024,17
https://doi.org/10.1002/adma.202404053,2025,15
https://doi.org/10.1002/adma.202404053,2024,8
https://doi.org/10.1007/s10694-024-01556-2,2025,3
https://doi.org/10.1007/s10694-024-01556-2,2024,21
https://doi.org/10.1016/j.engstruct.2024.117643,2025,6
https://doi.org/10.1016/j.engstruct.2024.117643,2024,18
https://doi.org/10.1016/j.jclepro.2024.141135,2025,6
https://doi.org/10.1016/j.jclepro.2024.141135,2024,18
https://doi.org/10.1016/j.apcatb.2023.123678,2025,6
https://doi.org/10.1016/j.apcatb.2023.123678,2024,17
https://doi.org/10.1016/j.jpowsour.2024.234069,2025,4
https://doi.org/10.1016/j.jpowsour.2024.234069,2024,20
https://doi.org/10.1002/adfm.202313010,2025,11
https://doi.org/10.1002/adfm.202313010,2024,13
https://doi.org/10.1016/j.annals.2023.103723,2025,6
https://doi.org/10.1016/j.annals.2023.103723,2024,17
https://doi.org/10.1016/j.conbuildmat.2024.134882,2025,5
https://doi.org/10.1016/j.conbuildmat.2024.134882,2024,21
https://doi.org/10.1021/acsami.3c16352,2025,2
https://doi.org/10.1021/acsami.3c16352,2024,23
https://doi.org/10.1016/j.jclepro.2023.140069,2025,4
https://doi.org/10.1016/j.jclepro.2023.140069,2024,17
https://doi.org/10.1002/agt2.455,2025,6
https://doi.org/10.1002/agt2.455,2024,16
https://doi.org/10.1109/tits.2023.3314836,2025,1
https://doi.org/10.1109/tits.2023.3314836,2024,12
https://doi.org/10.1109/tits.2023.3314836,2023,1
https://doi.org/10.1002/bse.3535,2025,6
https://doi.org/10.1002/bse.3535,2024,13
https://doi.org/10.1177/00472875231175079,2025,3
https://doi.org/10.1177/00472875231175079,2024,13
https://doi.org/10.1177/00472875231175079,2023,3
https://doi.org/10.1177/00472875231171673,2025,3
https://doi.org/10.1177/00472875231171673,2024,14
https://doi.org/10.1177/00472875231171673,2023,1
https://doi.org/10.1109/tdsc.2023.3252593,2025,1
https://doi.org/10.1109/tdsc.2023.3252593,2024,8
https://doi.org/10.1109/tdsc.2023.3252593,2023,5
https://doi.org/10.1038/s41566-024-01517-9,2025,17
https://doi.org/10.1038/s41566-024-01517-9,2024,6
https://doi.org/10.1016/j.apcatb.2024.124485,2025,12
https://doi.org/10.1016/j.apcatb.2024.124485,2024,5
https://doi.org/10.1016/j.egyai.2024.100406,2025,7
https://doi.org/10.1016/j.egyai.2024.100406,2024,8
https://doi.org/10.1016/j.jobe.2024.109650,2025,3
https://doi.org/10.1016/j.jobe.2024.109650,2024,21
https://doi.org/10.1016/j.jobe.2024.109535,2025,7
https://doi.org/10.1016/j.jobe.2024.109535,2024,16
https://doi.org/10.1088/2631-7990/ad2e13,2025,8
https://doi.org/10.1088/2631-7990/ad2e13,2024,12
https://doi.org/10.1002/aenm.202304285,2025,5
https://doi.org/10.1002/aenm.202304285,2024,9
https://doi.org/10.1002/smll.202309780,2025,6
https://doi.org/10.1002/smll.202309780,2024,16
https://doi.org/10.1038/s41467-024-46029-w,2025,9
https://doi.org/10.1038/s41467-024-46029-w,2024,15
https://doi.org/10.1016/j.scitotenv.2024.171149,2025,7
https://doi.org/10.1016/j.scitotenv.2024.171149,2024,13
https://doi.org/10.3390/buildings14010268,2025,3
https://doi.org/10.3390/buildings14010268,2024,20
https://doi.org/10.1080/02602938.2024.2301722,2025,6
https://doi.org/10.1080/02602938.2024.2301722,2024,15
https://doi.org/10.1016/j.nanoen.2023.109217,2025,7
https://doi.org/10.1016/j.nanoen.2023.109217,2024,20
https://doi.org/10.1038/s41467-023-44646-5,2025,7
https://doi.org/10.1038/s41467-023-44646-5,2024,11
https://doi.org/10.1002/adma.202309869,2025,7
https://doi.org/10.1002/adma.202309869,2024,13
https://doi.org/10.1249/mss.0000000000003280,2025,4
https://doi.org/10.1249/mss.0000000000003280,2024,20
https://doi.org/10.1249/mss.0000000000003280,2023,2
https://doi.org/10.1016/j.jbusres.2023.114254,2025,6
https://doi.org/10.1016/j.jbusres.2023.114254,2024,17
https://doi.org/10.1016/j.jbusres.2023.114254,2023,1
https://doi.org/10.1016/j.esci.2023.100140,2025,10
https://doi.org/10.1016/j.esci.2023.100140,2024,9
https://doi.org/10.1016/j.esci.2023.100140,2023,2
https://doi.org/10.1016/j.gee.2023.05.003,2025,6
https://doi.org/10.1016/j.gee.2023.05.003,2024,20
https://doi.org/10.1016/j.gee.2023.05.003,2023,4
https://doi.org/10.1007/s11145-022-10339-6,2025,5
https://doi.org/10.1007/s11145-022-10339-6,2024,17
https://doi.org/10.1007/s11145-022-10339-6,2023,3
https://doi.org/10.1002/anie.202402841,2025,10
https://doi.org/10.1002/anie.202402841,2024,9
https://doi.org/10.1039/d4ee00721b,2025,4
https://doi.org/10.1039/d4ee00721b,2024,18
