oa_author_id,oa_author_name,oa_author_orcid
https://openalex.org/A5113295816,Jing Jing Su,
https://openalex.org/A5086728033,Xi-Fei He,
https://openalex.org/A5100426751,Liping Zhang,https://orcid.org/0000-0002-5613-5292
https://openalex.org/A5058368547,Jie Cheng,https://orcid.org/0000-0002-1933-353X
https://openalex.org/A5085780747,Lijuan Lu,https://orcid.org/0000-0002-6571-8529
https://openalex.org/A5115604216,Lan Lan,https://orcid.org/0000-0002-8425-9321
https://openalex.org/A5089955039,Zhaozhao Wang,https://orcid.org/0000-0002-0507-7205
https://openalex.org/A5113381315,R Lin,
https://openalex.org/A5100646450,Ling Ye,https://orcid.org/0000-0003-1335-7669
https://openalex.org/A5103174683,Yuting Jiang,https://orcid.org/0000-0001-5444-9266
https://openalex.org/A5011770639,Junning Qian,https://orcid.org/0000-0002-3640-0642
https://openalex.org/A5017968847,Li-Lan Zhang,https://orcid.org/0009-0006-8836-255X
https://openalex.org/A5088682990,A. Zaoui,https://orcid.org/0000-0002-8899-5545
https://openalex.org/A5031719240,Mohammad Momenian,https://orcid.org/0000-0002-0310-8549
https://openalex.org/A5101344764,Zhengwu Ma,
https://openalex.org/A5079440214,Shuyi Wu,https://orcid.org/0000-0003-1989-9397
https://openalex.org/A5100307786,Chengcheng Wang,
https://openalex.org/A5039799789,Jonathan Brennan,https://orcid.org/0000-0002-3639-350X
https://openalex.org/A5054978902,John Hale,
https://openalex.org/A5068448582,Lars Meyer,https://orcid.org/0000-0002-7487-5518
https://openalex.org/A5079800748,Jixing Li,https://orcid.org/0000-0002-5210-6224
https://openalex.org/A5076879275,C. C. Wong,https://orcid.org/0000-0002-9713-7454
https://openalex.org/A5107090049,Tsz Wai Perry Chu,https://orcid.org/0009-0004-7664-2947
https://openalex.org/A5111320859,Faye Hao,
https://openalex.org/A5100556185,Ping Li,https://orcid.org/0000-0002-0813-0980
https://openalex.org/A5055190070,Yingying Pan,
https://openalex.org/A5100579266,Jing Xu,
https://openalex.org/A5113380623,Jiacheng Deng,
https://openalex.org/A5062640471,Lei Song,https://orcid.org/0000-0001-6166-6189
https://openalex.org/A5100665921,Yan Li,https://orcid.org/0000-0002-4065-1110
https://openalex.org/A5036027640,Shuangshuang Liu,https://orcid.org/0000-0002-8949-1437
https://openalex.org/A5053964147,Yilin Su,https://orcid.org/0000-0001-6227-3248
https://openalex.org/A5000280516,Chongkai Lu,https://orcid.org/0000-0003-4641-8069
https://openalex.org/A5050364086,Zheru Chi,https://orcid.org/0000-0003-0714-8713
https://openalex.org/A5109774458,Y Jiang,
https://openalex.org/A5100617287,Zhao Yin,https://orcid.org/0000-0002-3404-8446
https://openalex.org/A5023717846,Zhuoqing Liu,https://orcid.org/0000-0003-4252-1958
https://openalex.org/A5100385055,Rong Li,https://orcid.org/0000-0002-6767-7222
https://openalex.org/A5100378871,Sen Zhang,https://orcid.org/0000-0001-5810-2091
https://openalex.org/A5101521304,Zixuan Huang,https://orcid.org/0000-0002-5123-5091
https://openalex.org/A5102765648,Guodong Zhang,https://orcid.org/0000-0003-2091-5075
https://openalex.org/A5055735857,Yanjie Cheng,
https://openalex.org/A5111569023,Ziwei Zheng,
https://openalex.org/A5063575053,Junwei Xiang,https://orcid.org/0000-0003-4142-9543
https://openalex.org/A5079150070,Qiaojiao Gao,
https://openalex.org/A5029107577,Minghao Xia,
https://openalex.org/A5057717388,Lijuan Guo,
https://openalex.org/A5086107058,Yiming Liu,https://orcid.org/0000-0001-8093-3633
https://openalex.org/A5007178283,Mengru Zhang,
https://openalex.org/A5101552054,Yiran Tao,https://orcid.org/0000-0002-4589-244X
https://openalex.org/A5022163464,Xueqin Ran,https://orcid.org/0000-0001-5662-4208
https://openalex.org/A5032913867,Anyi Mei,https://orcid.org/0000-0002-8142-853X
https://openalex.org/A5052098792,Hongwei Han,https://orcid.org/0000-0003-0609-6608
https://openalex.org/A5054318827,Chuang Shi,https://orcid.org/0000-0002-1517-2775
https://openalex.org/A5082260741,Qinggang Zhang,https://orcid.org/0000-0002-0247-4942
https://openalex.org/A5014113896,Keyu Duan,https://orcid.org/0000-0002-1902-5545
https://openalex.org/A5038326486,Junnan Dong,https://orcid.org/0000-0003-2117-6083
https://openalex.org/A5101644087,Haipeng Zhou,https://orcid.org/0000-0001-5398-7847
https://openalex.org/A5053340150,Jun Ma,https://orcid.org/0000-0002-9405-8232
https://openalex.org/A5013018254,Junwen Huang,https://orcid.org/0000-0002-4391-0990
https://openalex.org/A5049749067,Jie Yan,
https://openalex.org/A5014475776,Yuzhi Shi,https://orcid.org/0009-0009-7592-5888
https://openalex.org/A5100460280,Chao Zhang,https://orcid.org/0000-0003-4039-7164
https://openalex.org/A5100337766,Qing Yu,https://orcid.org/0000-0002-4628-3945
https://openalex.org/A5001434828,Xueyan Cheng,https://orcid.org/0000-0002-7510-7545
https://openalex.org/A5073266459,Mengyao Cao,https://orcid.org/0000-0002-2938-8788
https://openalex.org/A5039763339,Christelle Not,https://orcid.org/0000-0002-1386-6079
https://openalex.org/A5113780718,G. B. Pant,
https://openalex.org/A5104750433,Mohammad Qamar Tanveer,
https://openalex.org/A5086373058,Zhizheng Wang,https://orcid.org/0009-0005-0376-0683
https://openalex.org/A5040684670,Bin Zhou,https://orcid.org/0000-0002-0315-8204
https://openalex.org/A5000107559,Shaodan Hou,
https://openalex.org/A5001827630,Wenbo Wu,https://orcid.org/0000-0002-6794-217X
https://openalex.org/A5112631982,Chaofeng Liang,
https://openalex.org/A5026236286,Jun Ye,https://orcid.org/0000-0002-6857-7450
https://openalex.org/A5039448595,Huijiong Yang,
https://openalex.org/A5101645279,Rui Song,https://orcid.org/0000-0003-0797-5831
https://openalex.org/A5100443103,Bing Chen,https://orcid.org/0000-0002-2863-5441
https://openalex.org/A5102025420,Jianghao Xu,https://orcid.org/0000-0001-5111-6386
https://openalex.org/A5081097981,Jun Ye,https://orcid.org/0000-0001-6399-5058
https://openalex.org/A5006741339,Mengcheng Zhu,https://orcid.org/0000-0003-2036-7750
https://openalex.org/A5043271631,Quande Qin,https://orcid.org/0000-0003-0943-9151
https://openalex.org/A5058281772,Shaorui Zhou,
https://openalex.org/A5115602202,Chao Yang,https://orcid.org/0000-0001-9976-8631
https://openalex.org/A5100629242,Yinghui Zhang,https://orcid.org/0000-0002-7295-3738
https://openalex.org/A5111525624,Min Chen,https://orcid.org/0009-0003-0108-674X
https://openalex.org/A5060513029,Song‐Ping Zhu,https://orcid.org/0000-0002-2863-0640
https://openalex.org/A5071533427,Yuzhi Tang,https://orcid.org/0000-0003-2225-9905
https://openalex.org/A5100643812,Zhixin Zhang,https://orcid.org/0000-0002-3457-2934
https://openalex.org/A5032557195,Huizeng Liu,https://orcid.org/0000-0002-9018-985X
https://openalex.org/A5100738221,Junyi Chen,https://orcid.org/0000-0003-3999-6979
https://openalex.org/A5088342796,Bo‐Hui Tang,https://orcid.org/0000-0002-1918-5346
https://openalex.org/A5101890216,Dejin Zhang,
https://openalex.org/A5103167135,Xu-Qing Wang,https://orcid.org/0009-0001-6346-3171
https://openalex.org/A5076280657,Wei Tu,https://orcid.org/0000-0002-0714-1223
https://openalex.org/A5101945279,Cuiling Liu,https://orcid.org/0000-0002-1129-6949
https://openalex.org/A5101551901,Tiezhu Shi,https://orcid.org/0000-0001-5868-6752
https://openalex.org/A5100306487,Haiying Xu,
https://openalex.org/A5060108171,Aihong Cui,https://orcid.org/0000-0001-9069-4306
https://openalex.org/A5110367687,Fanyi Meng,
https://openalex.org/A5102901723,Tianhong Zhao,https://orcid.org/0000-0002-1607-5977
https://openalex.org/A5012173640,Kai Guo,https://orcid.org/0000-0002-4651-781X
https://openalex.org/A5101665196,Wenhao Guo,https://orcid.org/0000-0003-1717-7585
https://openalex.org/A5101863813,Bi Fan,https://orcid.org/0000-0003-2193-6943
https://openalex.org/A5085436950,Wuyang Hong,https://orcid.org/0009-0005-7686-8329
https://openalex.org/A5102782474,Haishan Wu,https://orcid.org/0000-0002-7399-1437
https://openalex.org/A5109444926,Bing Wang,
https://openalex.org/A5049075415,Jinrong Zeng,https://orcid.org/0000-0002-3355-9586
https://openalex.org/A5111303792,Ka Wai Wu,
https://openalex.org/A5103054469,Qingquan Li,https://orcid.org/0000-0003-1173-3202
https://openalex.org/A5108977256,Sihuan Wei,
https://openalex.org/A5018754758,Alan D. Ziegler,https://orcid.org/0000-0001-5305-2136
https://openalex.org/A5003555519,Yingzuo Qin,https://orcid.org/0000-0002-9802-0733
https://openalex.org/A5016314154,Dashan Wang,https://orcid.org/0000-0001-9743-4806
https://openalex.org/A5058603045,Zhenzhong Zeng,https://orcid.org/0000-0001-6851-2756
https://openalex.org/A5013061760,Shida Chen,
https://openalex.org/A5100327839,Xin Wang,https://orcid.org/0000-0001-8246-0606
https://openalex.org/A5006577555,‪Paul-Gauthier Noé‬,https://orcid.org/0000-0002-2304-9830
https://openalex.org/A5007639385,Junichi Yamagishi,https://orcid.org/0000-0003-2752-3955
https://openalex.org/A5101277552,Yujie Feng,https://orcid.org/0000-0002-6141-5256
https://openalex.org/A5112535879,Bo Liu,https://orcid.org/0000-0001-9213-103X
https://openalex.org/A5051017507,Xiaoyu Dong,https://orcid.org/0000-0001-6717-9779
