oa_author_id,oa_author_name,oa_author_orcid
https://openalex.org/A5115597516,Jia-Li Wang,https://orcid.org/0009-0005-5076-8231
https://openalex.org/A5091339140,Ching‐Wei Tung,https://orcid.org/0000-0001-7953-4360
https://openalex.org/A5100699091,Hu Liu,https://orcid.org/0000-0002-5237-6419
https://openalex.org/A5037103559,Lei Qian,https://orcid.org/0000-0001-5476-4426
https://openalex.org/A5060084537,Ruoyan Miao,https://orcid.org/0000-0001-5776-1482
https://openalex.org/A5012725735,Chuanjian Qin,
https://openalex.org/A5100425207,Liang Zhang,https://orcid.org/0000-0002-4056-9803
https://openalex.org/A5101419672,Gan Ye,https://orcid.org/0000-0002-6889-3365
https://openalex.org/A5062983880,Zhenhui Ma,https://orcid.org/0000-0002-7980-2991
https://openalex.org/A5010919614,Kaiyu Jiang,https://orcid.org/0000-0003-1212-752X
https://openalex.org/A5071380349,Caihuan Huang,https://orcid.org/0000-0002-4925-826X
https://openalex.org/A5101683167,Fu Liu,
https://openalex.org/A5101534864,Jie Zheng,https://orcid.org/0000-0001-9755-5595
https://openalex.org/A5007663043,Juanying Ou,https://orcid.org/0000-0002-2276-6360
https://openalex.org/A5029591669,Shiyi Ou,https://orcid.org/0000-0002-6779-0858
https://openalex.org/A5067628096,Tiefeng Shao,
https://openalex.org/A5100664186,Ze Chen,https://orcid.org/0000-0003-4621-623X
https://openalex.org/A5100426995,Hongfei Li,https://orcid.org/0000-0001-6202-0398
https://openalex.org/A5113540912,Lingzhi Zhao,https://orcid.org/0009-0004-8040-6883
https://openalex.org/A5075996632,Hao Feng,https://orcid.org/0000-0002-3284-5863
https://openalex.org/A5100407496,Dong Liu,https://orcid.org/0000-0002-9624-0265
https://openalex.org/A5059811239,Ying Zhang,https://orcid.org/0000-0002-9594-3778
https://openalex.org/A5100429953,Qiang Li,https://orcid.org/0000-0002-2672-0917
https://openalex.org/A5066917320,Rafat Yahaghai,
https://openalex.org/A5076197416,Yanjun Jiang,https://orcid.org/0000-0003-1470-2102
https://openalex.org/A5052368006,Xudong Wei,https://orcid.org/0000-0001-5228-0006
https://openalex.org/A5100382853,Hongping He,https://orcid.org/0000-0002-7057-7687
https://openalex.org/A5036345131,Jingye She,
https://openalex.org/A5052390532,Fa Fang,
https://openalex.org/A5100399723,Wenhui Zhang,https://orcid.org/0000-0002-9459-8685
https://openalex.org/A5001633121,Teng Zhou,https://orcid.org/0000-0003-1941-5348
https://openalex.org/A5001235351,Ahmed Elseicy,https://orcid.org/0000-0001-8721-0905
https://openalex.org/A5028880014,Alex Alonso-Díaz,https://orcid.org/0000-0002-6597-1663
https://openalex.org/A5004423855,Mercedes Solla,https://orcid.org/0000-0003-1042-4985
https://openalex.org/A5015479368,Mezgeen Rasol,https://orcid.org/0000-0002-3079-0897
https://openalex.org/A5013817969,Sónia Santos-Assunção,
https://openalex.org/A5052925301,Yanan An,
https://openalex.org/A5062007067,Wenjing Tian,https://orcid.org/0000-0001-5766-8050
https://openalex.org/A5101400819,Bin Zou,https://orcid.org/0000-0003-0203-9438
https://openalex.org/A5083575102,Houpei Li,https://orcid.org/0000-0003-0896-9425
https://openalex.org/A5058171850,Lam For Kwok,https://orcid.org/0000-0001-8208-9659
