doi,oa_author_id,oa_institution_id,oa_raw_affiliation_string
https://doi.org/10.1016/j.ensm.2021.09.034,https://openalex.org/A5077920747,https://openalex.org/I76569877,"Jiangsu Key Laboratory of Advanced Metallic Materials, School of Materials Science and Engineering, Southeast University, Nanjing 211189, China"
https://doi.org/10.1016/j.ensm.2021.09.034,https://openalex.org/A5063456025,https://openalex.org/I76569877,"Jiangsu Key Laboratory of Advanced Metallic Materials, School of Materials Science and Engineering, Southeast University, Nanjing 211189, China"
https://doi.org/10.1016/j.ensm.2021.09.034,https://openalex.org/A5104229434,https://openalex.org/I76569877,"Jiangsu Key Laboratory of Advanced Metallic Materials, School of Materials Science and Engineering, Southeast University, Nanjing 211189, China"
https://doi.org/10.1016/j.ensm.2021.09.034,https://openalex.org/A5101107068,https://openalex.org/I76569877,"Jiangsu Key Laboratory of Advanced Metallic Materials, School of Materials Science and Engineering, Southeast University, Nanjing 211189, China"
https://doi.org/10.1016/j.ensm.2021.09.034,https://openalex.org/A5007172285,https://openalex.org/I76569877,"Jiangsu Key Laboratory of Advanced Metallic Materials, School of Materials Science and Engineering, Southeast University, Nanjing 211189, China"
https://doi.org/10.1016/j.ensm.2021.09.034,https://openalex.org/A5074347392,https://openalex.org/I14243506,"Building Energy Research Group, Department of Building and Real Estate, The Hong Kong Polytechnic University Hung Hom, Kowloon, Hong Kong 999077, China"
https://doi.org/10.1016/j.ensm.2021.09.034,https://openalex.org/A5024960303,https://openalex.org/I76569877,"Jiangsu Key Laboratory of Advanced Metallic Materials, School of Materials Science and Engineering, Southeast University, Nanjing 211189, China"
https://doi.org/10.1016/j.ensm.2021.09.034,https://openalex.org/A5046156570,https://openalex.org/I76569877,"Jiangsu Key Laboratory of Advanced Metallic Materials, School of Materials Science and Engineering, Southeast University, Nanjing 211189, China"
https://doi.org/10.1016/j.ensm.2021.09.034,https://openalex.org/A5100414033,https://openalex.org/I4210148486,"Jiangsu JITRI Advanced Polymer Materials Research Institute Co., Ltd., Nanjing 211800, China"
https://doi.org/10.1016/j.ensm.2021.09.034,https://openalex.org/A5100772758,https://openalex.org/I76569877,"Jiangsu Key Laboratory of Advanced Metallic Materials, School of Materials Science and Engineering, Southeast University, Nanjing 211189, China"
https://doi.org/10.1016/j.ensm.2021.09.034,https://openalex.org/A5013576853,https://openalex.org/I76569877,"Jiangsu Key Laboratory of Advanced Metallic Materials, School of Materials Science and Engineering, Southeast University, Nanjing 211189, China"
https://doi.org/10.1016/j.ensm.2021.09.034,https://openalex.org/A5100748993,https://openalex.org/I76569877,"Jiangsu Key Laboratory of Advanced Metallic Materials, School of Materials Science and Engineering, Southeast University, Nanjing 211189, China"
https://doi.org/10.1016/j.tre.2021.102489,https://openalex.org/A5100329487,https://openalex.org/I14243506,"Department of Logistics and Maritime Studies, The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong, China"
https://doi.org/10.1016/j.tre.2021.102489,https://openalex.org/A5070050188,https://openalex.org/I14243506,"Department of Logistics and Maritime Studies, The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong, China"
https://doi.org/10.1016/j.tre.2021.102489,https://openalex.org/A5008565328,https://openalex.org/I96673099,"Department of Management Engineering, Technical University of Denmark, 2800 Kgs Lyngby, Denmark"
https://doi.org/10.1016/j.nanoen.2021.106272,https://openalex.org/A5036821655,https://openalex.org/I37987034,"Department of flexible sensing technology, Institute of Chemical Engineering, Guangdong Academy of Sciences, Guangzhou 510665, China, School of Chemistry and Chemical Engineering, Guangzhou University, Guangzhou 510006, China"
https://doi.org/10.1016/j.nanoen.2021.106272,https://openalex.org/A5036821655,https://openalex.org/I4210103524,"Department of flexible sensing technology, Institute of Chemical Engineering, Guangdong Academy of Sciences, Guangzhou 510665, China, School of Chemistry and Chemical Engineering, Guangzhou University, Guangzhou 510006, China"
https://doi.org/10.1016/j.nanoen.2021.106272,https://openalex.org/A5100433917,https://openalex.org/I4210103524,"Department of flexible sensing technology, Institute of Chemical Engineering, Guangdong Academy of Sciences, Guangzhou 510665, China"
https://doi.org/10.1016/j.nanoen.2021.106272,https://openalex.org/A5009628440,https://openalex.org/I37987034,"School of Chemistry and Chemical Engineering, Guangzhou University, Guangzhou 510006, China"
https://doi.org/10.1016/j.nanoen.2021.106272,https://openalex.org/A5100357517,https://openalex.org/I37987034,"School of Chemistry and Chemical Engineering, Guangzhou University, Guangzhou 510006, China"
https://doi.org/10.1016/j.nanoen.2021.106272,https://openalex.org/A5083421031,https://openalex.org/I37987034,"School of Chemistry and Chemical Engineering, Guangzhou University, Guangzhou 510006, China"
https://doi.org/10.1016/j.nanoen.2021.106272,https://openalex.org/A5100422547,https://openalex.org/I4210103524,"Department of flexible sensing technology, Institute of Chemical Engineering, Guangdong Academy of Sciences, Guangzhou 510665, China"
https://doi.org/10.1016/j.nanoen.2021.106272,https://openalex.org/A5109596492,https://openalex.org/I157773358,"Key Laboratory for Polymeric Composite and Functional Materials of Ministry of Education, GD HPPC Lab, School of Chemistry and Chemical Engineering, Sun Yat-Sen University, Guangzhou 510275, China"
https://doi.org/10.1016/j.nanoen.2021.106272,https://openalex.org/A5087298250,https://openalex.org/I14243506,"Research Centre for Smart Wearable Systems, Institute of Textiles and Clothing, The Hong Kong Polytechnic University, Hong Kong"
https://doi.org/10.1016/j.jclepro.2020.124716,https://openalex.org/A5020692409,https://openalex.org/I14243506,"Department of Building and Real Estate, The Hong Kong Polytechnic University, Hong Kong"
https://doi.org/10.1016/j.jclepro.2020.124716,https://openalex.org/A5091382230,https://openalex.org/I14243506,"Department of Building and Real Estate, The Hong Kong Polytechnic University, Hong Kong"
https://doi.org/10.3390/nu13082878,https://openalex.org/A5009370713,https://openalex.org/I14243506,"Department of Applied Biology and Chemical Technology, The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong, China, Research Institute for Future Food, The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong, China"
https://doi.org/10.3390/nu13082878,https://openalex.org/A5083387545,https://openalex.org/I14243506,"Department of Applied Biology and Chemical Technology, The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong, China, Research Institute for Future Food, The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong, China"
https://doi.org/10.1016/j.nantod.2021.101155,https://openalex.org/A5101848897,https://openalex.org/I14243506,"Department of Applied Physics, The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong"
https://doi.org/10.1016/j.nantod.2021.101155,https://openalex.org/A5010044441,https://openalex.org/I14243506,"Department of Applied Physics, The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong"
https://doi.org/10.1016/j.jclepro.2021.127082,https://openalex.org/A5102026136,https://openalex.org/I14243506,"Department of Civil and Environmental Engineering, The Hong Kong Polytechnic University, Kowloon, Hong Kong"
https://doi.org/10.1016/j.jclepro.2021.127082,https://openalex.org/A5088615931,https://openalex.org/I14243506,"Department of Civil and Environmental Engineering, The Hong Kong Polytechnic University, Kowloon, Hong Kong"
https://doi.org/10.1016/j.jclepro.2021.127082,https://openalex.org/A5055756829,https://openalex.org/I14243506,"Department of Civil and Environmental Engineering, The Hong Kong Polytechnic University, Kowloon, Hong Kong"
